node, weight
520884,262749707
522836,1170126021
522848,394612254
527827,514233544
531929,667699957
535359,185053574
538958,321478105
543379,354918321
544895,31139052
545262,74138841
547948,387772051
548553,399392849
552050,260161579
555264,131357932
559131,987668547
559696,376504632
561572,126590470
564181,221575059
568069,53044845
569040,685720518
569046,858419892
571890,55346040
573617,5663130
576317,1305096275
577407,130195619
586833,1179846801
589841,55251328
591002,185223239
591936,9643150
594049,239499729
596942,585659287
597209,148511573
597456,224468562
600709,182649109
601510,292206404
602585,179441288
602633,287328632
602636,185835543
602682,236946780
602698,233262504
609295,234933690
610380,703557836
613196,1015686099
613905,1225736221
614051,64032933
614101,854947786
614211,859593249
623740,511186939
623744,545555357
625136,496770236
626378,48690792
627230,599636
628798,143397032
629358,625761899
629360,718933230
631328,1732397878
644661,336210372
649802,223659172
650015,274885965
653684,1375501688
658922,113783033
662956,1005757814
667144,93767990
667154,72290273
667186,42999570
670337,74126580
670352,201736956
670355,56239482
670356,51407553
670595,1288881838
680683,270171863
681192,660899457
684658,399083531
685728,312997626
686327,1294146
686820,99412941
687455,300156883
688445,607588798
689058,1435559209
690910,368725552
691633,421914834
691651,97746407
692089,1119909623
693967,431693210
702717,584530697
703304,1186051059
708063,412323191
714620,495062864
720584,51719189
720586,49236660
721137,385923419
721163,432174169
722662,533801274
722673,493953392
742174,149801536
743375,122344450
748215,586113469
748366,1320610808
753189,1439141119
753202,1427362001
753204,387407084
753214,622582233
753216,1522826128
758706,865744317
765876,4407203
767470,867785710
797021,90494726
797374,73903561
861768,1344620043
863708,66756287
874455,495879307
874463,46992291
875880,1134810832
875881,553460466
875883,713944778
875884,1002582097
875885,605676627
876063,481460419
876679,19379928
878968,1033470057
880429,1274632465
881300,313250554
881891,328392926
882753,331635635
884340,5382498
884341,4911447
884342,49388973
885580,10525674
886794,53961612
889801,55662033
904206,394533403
909773,448192349
909778,272697724
909788,234569657
928822,419994821
931557,731550331
932028,59720956
932674,33937255
933632,412454829
934813,299638029
934828,543788265
934829,626068851
934839,294169448
934840,710851464
934876,409576410
934882,556536153
934915,352470398
934940,538912285
935657,286330574
938171,280887279
938226,546590730
938238,411699542
938393,609803835
941984,838431561
946358,705963757
979223,46869837
980415,534830191
987013,845057575
987419,727042601
987424,925838826
987431,1040697352
987449,299339902
987859,436577897
987866,574932735
987872,800625132
987877,378591964
987893,488226947
987895,448815397
987902,637827191
987925,720125965
987935,569330941
987943,1089889574
987953,444216441
987977,522517004
987983,579153265
987985,2028832165
987995,514413192
988018,158533262
988019,216600119
988025,602587335
988041,1433950821
988049,2254110299
988056,458526542
988071,1787782427
988081,1133381468
988106,771718569
988125,721354234
988174,772564477
989769,714094951
990972,613342
997540,813904774
997545,951668287
997551,923152992
998830,82256588
1010633,681032369
1026970,26740050
1027985,119910814
1041015,273573117
1041416,25463968
1047088,449648586
1049336,317670324
1086592,100606234
1088058,162319861
1088131,206195296
1094192,149704239
1096077,1339894455
1100915,1209182108
1100916,2362189772
1100963,1123324753
1101027,861765508
1101063,630379684
1101072,1489998086
1101095,777552945
1101106,750076618
1101110,410337365
1108569,296021516
1109041,62141582
1109111,5334538
1116483,36822496
1118519,42787270
1118524,49597087
1118560,45700307
1118748,46732681
1118817,48828679
1124515,449207038
1124558,1323590744
1126389,282621675
1132045,775104556
1142201,1237534203
1155016,221352398
1160851,62378832
1160894,55367716
1167272,483260778
1172129,344393730
1187130,51694262
1190790,530310724
1190802,730066591
1194336,329976477
1195655,723346
1196302,172219711
1203425,398066519
1206372,597882951
1207006,39386761
1207007,43089474
1210411,1162596989
1210413,1289097271
1218281,1535386440
1218682,73914870
1219171,2002390917
1220523,43746830
1221322,737691032
1226616,1281528009
1230840,236670714
1234261,421458
1234273,477636133
1240228,184351072
1248972,38510563
1250792,1341865730
1262321,828661510
1266490,959534684
1270216,103382633
1271742,470708568
1275487,373618100
1291243,304129020
1291435,1507048016
1295211,127592081
1323832,36858998
1328070,175012343
1333648,376198218
1337163,1003684747
1347786,45103197
1352479,952362388
1352481,86672144
1352770,57511570
1365757,237806855
1371681,864925842
1373157,1030594035
1381582,47462427
1387126,102971261
1390362,55996070
1411666,443602411
1415580,732522601
1419289,333689059
1419345,62277321
1437010,48251286003
1437190,723642829
1437191,289673151
1453894,37892462
1463675,38914766
1463973,64085152
1477025,502649248
1485138,748589487
1486046,895433312
1492673,568255931
1496133,156983534
1497538,9626774
1497555,340205063
1501341,31747021
1507135,338906774
1511221,948048466
1518534,309969281
1519100,66314146
1530245,752441412
1534307,295480747
1535445,888530775
1549196,62569488
1553677,1485752898
1559960,75625068
1560151,276223998
1564486,57841644
1566151,135869915
1569773,231230595
1572043,831238923
1572519,826230767
1577614,180933935
1577615,127846196
1577616,134792269
1577617,244463588
1577620,32195039
1577623,254815434
1577624,144122557
1579337,10284564538
1582032,72383912
1582913,798508933
1588158,340442022
1594222,567287240
1594226,1402669771
1594250,977919600
1594315,2248642913
1594321,496609729
1594354,465834646
1594453,1130017756
1594786,661899424
1604048,59941256
1606681,738282584
1608454,745747088
1608482,147288847
1608915,51191488
1608916,57849550
1608923,0
1608924,38820060
1629725,482622201
1661398,236902938
1666818,311858359
1667466,369604374
1676925,219920964
1717472,56770136
1747188,341728735
1756245,66820410
1756246,40639186
1758121,28797477
1765738,150915150
1778380,294590780
1825980,529972832
1840514,14303459
1841481,157126728
1857951,789971792
1857961,642372629
1868482,358706229
1869276,77686772
1869501,902756374
1869985,822749531
1870430,585363392
1870435,1176406756
1870436,1408114943
1871131,80655326
1875375,132850859
1882922,178952738
1891344,289003783
1897488,585979412
1906353,123542186
1918221,978809069
1918310,603301996
1922239,708357615
1948886,43650854
1961834,48281671
1962788,207802240
1963758,6419331331
1973248,14757090
1977171,38958791
1977532,286408617
1982067,409267714
1983282,719524769
2004999,273369876
2006714,311915652
2006715,374886968
2010996,326305096
2010997,361977001
2014036,538064061
2015173,245862871
2024865,206728962
2026947,6770040
2038154,778818448
2052820,104491077
2065413,587290593
2069292,706219660
2069564,1856718
2162900,153456483
2164160,159112004
2201626,341901629
2249760,376315626
2282171,187290081
2291877,174877678
2302820,718616868
2303995,268298883
2340998,212913952
2448451,142258530
2478892,82511792
2485327,67380119
2487776,282448499
2489341,73437795
2492375,763574932
2493646,11064799
2494418,131735461
2495015,158364812
2495085,412588880
2495127,417291041
2495534,59288904
2498840,160413324
2499240,1083337061
2508170,158336820
2518271,66855955
2518323,308327042
2529409,36335818
2546036,935457381
2558925,192719577
2561016,1878515997
2562068,112502376
2581075,25635649
2583312,15128220
2583951,13499294
2583954,40416485
2584527,60357437
2584528,16960428
2585810,61203122
2585812,57755261
2585813,37491812
2585814,31675963
2585815,102612847
2585816,50785484
2585818,52774710
2585820,68507488
2585822,41274400
2587831,492403683
2589376,1069695967
2593467,95046217
2654888,501180942
2663927,614136277
2663966,201202591
2668079,85784692
2691554,449385547
2705178,553386920
2714349,606661040
2715852,174462447
2717088,56493538
2723871,36514836
2740528,189294679
2741128,209442845
2743709,4930289698
2767082,308978982
2795564,1023295376
2795567,274712698
2795671,943468093
2795680,635069206
2795693,244929282
2796247,142874626
2817044,809969452
2822343,701808395
2829445,1009717355
2830794,67959898
2871759,365353448
2879419,101665796
2893758,601348538
2916761,440752058
2917703,487501248
2918886,247696404
2919650,564137703
2920201,1066472433
2920202,542700037
1358,10504
2850,1067736
2880,1626448
2903,413744
3052,158917980
3067,2211216
3072,8904
3077,71544
3193,70775581064
3218,1200320
3258,13064
3261,2272
3311,1944
3325,1384
3329,7887848
3330,38824
3347,44832
3349,40696
3350,11856
3352,967496
3562,3288
3641,3912264
3649,1872480
3661,3144
3663,2808
3694,7472824
3701,723106346
3710,1416
3719,49856
3749,3682073280
3767,59784
3821,71376
3827,1656512
3877,612367145
3879,62240
3885,39600
3888,332664
3899,216672
3904,180200
3906,20112
3908,1832
3988,4272448
4006,1615376
4070,825518172
4081,772744
4083,37488
4084,76048
4087,14904
4096,5966896
4097,276392
4098,60536
4100,124912
4101,398568
4102,70536
4107,11160360
4111,9800
4113,9967336
4120,73832
4121,120752
4151,78384
4155,57816
4403,2208
4432,5247496
4485,1720
4486,4448
4491,1472
4498,60640
4519,4816
4532,77592
4547,1904
4550,127520
4555,3538792
4558,26266288
4565,2427720
4567,314664
4568,2084032
4571,327296
4572,7120
4573,23904
4575,22092024
4576,117912
4577,21939784
4586,7208
4679,21672
4689,70160
4691,35720
4751,93627910
4754,20968
4784,305912
4785,138152
4787,12448152
4792,522152
4837,64152
4876,95632
4896,74160
4911,44872
4914,26952
4931,46184
4932,260360
4934,44576
4952,189728
4959,83528
5016,664280
5022,58984
5028,47024
5037,121376
5059,58480
5062,578832
5105,28400
5116,28504
5141,123168
5180,210648
5191,17616
5207,445672
5217,806568
5270,85936
5272,221016
5297,6423032
5315,90296
5322,46688
5334,2248072
5341,38872
5346,1664744
5476,330192
5478,44824
5499,52336
5500,232696
5507,1839696
5535,119552
5599,46616
5656,104624
5658,83728
5661,3112
5664,9096
5666,1720
5667,1712
5671,1744
5690,348944
5691,150128
5693,188416
5699,1392
5710,6352
5722,3008072
5738,105648
5741,72416
5755,660664
5757,14224
5758,629888
5759,129856
5762,417416
5786,423816
5811,36208
5833,22229700
5875,4984
5888,14720
5911,99112
5936,53848
5944,34448
6073,2255944716
6087,22356776
6131,51280
6162,48808
6182,31368
6183,830016
6192,992
6231,1612841616
6233,71776
6238,2221896
6252,107752
6279,149304
6282,2376
6293,39728
6303,3456
6304,8488
6305,303008
6306,117392
6319,8728
6326,208984
6334,108696
6412,5558472
6500,1227152
6526,46760
6584,2184
6604,38328
6610,2224
6615,8640
6656,400985455784
6669,5950400
6689,3056352
6728,16848
6747,2648
6769,3632
6896,29592
6935,1562415932
6941,28904
6943,13688
6945,1073448
7010,4416
7014,2856
7019,1344
7077,1136
7088,153432666426
7090,786770827
7123,10040
7127,46008
7151,8736
7154,16024
7164,4383580696
7175,240624
7186,37744
7209,38520
7216,14280
7221,7424
7253,28224
7264,102248
7269,3928
7293,10320
7420,2592
7432,848
7574,1832
7654,153360
7656,1984
7664,6972472
7668,6962624
7671,952
7685,3128
7719,1092864
7739,7498752
7741,61040
7778,3853280968
7797,3704
7883,13504
7895,9094248
7896,9090928
7897,8933680
7937,32496
7953,12057382351
7959,1672
8006,12001621807
8020,1816
8036,1016
8060,1624
8079,3987557067
8113,5891619456
8130,1904
8262,13072
8313,2600
8316,1776
8324,7408
8325,520
8353,775509702
8360,775513702
8400,2888
8404,12968
8406,2016
8464,10938654055
8492,46546917494
8493,258519313
8500,257108729
8509,18115231626
8527,26080
8584,5288
8704,31568
8720,42072
8782,45561743818
8825,44791674985
8879,20592
8953,1392
8976,2212856301
9030,62590573
9126,22074289461
9182,49519799
9257,161378487
9261,27072
9265,307642436
9267,53296
9312,22280
9314,27144
9321,400
9349,18276004
9360,28655265
9368,24648
9373,298280764
9378,6184
9379,15832560
9395,4936
9456,14520
9498,1234729999
9527,3966209133
9528,2455574811
9556,59136
9577,742826309
9608,705452815
9611,279652835
9665,766634046
9681,2377564376
9682,521403752
9683,3296
9717,178206211
9721,1956651491
9726,827362170
9774,424662127
9780,661812027
9789,558858827
9845,9441478652
9887,6456
9895,6047165172
9984,178837184
9996,34275578
10013,1480
10016,151763250
10033,4952
10035,22545168
10040,1173670459
10043,617525923
10046,4089254
10127,1632
10140,400242782
10144,5432
10228,56168
11786,4608
13068,38496
13093,41144
13106,6968
13123,368821800
13615,304588668
13642,364296
13684,14896
13818,56416
13894,4584
15565,14096
19768,1976
27291,174080
27335,87688
27350,2112176
27455,5104
27468,5208
27670,21904
27672,13648
27695,7192
27714,2392
28015,12744
28564,68904
28583,396720
28756,439232101
28985,40216
29001,16784
29196,5496
29753,148896
29760,10666016
29850,61936
29883,2529560
29910,32776
30017,7440
30030,11456
30031,4056
30034,10720
30040,2328
30459,742081550
30559,1129151473
30648,46199992
31032,1077265757
31220,63240
31234,637120
31276,2757992
32264,565992
32335,952374938
32503,2736
32561,77809581135
32599,12752
33085,395976
33090,72126100109
33119,177920
33178,43616
33392,352636211233
33614,1920
33630,232023098
33634,28402920
33653,152504
33682,568664
34305,282360
34316,3301312
34358,125800
34373,10904872
34506,158176
34590,2576
34638,218608
34649,1059472
34740,1018132616
34765,5830440
34815,268734736
34899,16880
34915,711125491
35024,5288
35127,1006328
35128,233232
35497,703771941
35883,57648
35925,3888
36044,50992
36080,16208
36090,2992
36091,1744
36094,5256
36174,2632
36175,2672
36183,1288
36188,71256
36318,1768
36331,41568
36630,24976
36914,306968
37163,19248
37319,104856
37346,1904
37347,917416
37349,51912
37611,360988580
37621,19696
37630,2944
37657,2472
37679,1016
37690,98312
37737,12448
37862,10264
38033,153880
38600,16536
38625,194843200
38762,19936
39416,1570688
39640,30464
40145,83352
40284,1696
40285,1704
40410,343656
40559,273240
40930,3000
41364,24152
41653,1304
41668,35304
42064,13304
42155,2608
42345,618456
42373,14792
42374,123744
44056,146872
44271,1728
44415,27456
44689,659944
45350,660262646
46015,53456
46208,10424
46455,13432
46514,67040
46681,63944
46790,5536
46791,5464
46793,3944
47010,62232
47247,340680
47413,2208
47672,11328
47765,7880
50225,120136
50346,6736
50451,506964719
50514,292976
51029,100432
51314,15512
51315,30936
51511,4426632
51543,2832
51750,52880
51953,2840
52807,2152
52824,2648
55270,10570576
55890,63992
56958,10560
56960,10344
57577,73208
57918,6088520
58055,191943703
58362,10344
58777,15056
58933,6688
59643,13592
59728,101394041
59747,17384
59808,2864
59970,2272
61378,1648
61408,1624
61605,15000
62043,2808
63405,82520
63430,708382111
63677,1432
63726,72912
64175,5224
64182,5304
64495,1648232
64695,34216
64696,12520
64697,26864
64901,2792
65070,121208
65612,15528
65659,1976
65661,1952
65662,3360
67593,4976672
70076,3440
70126,1152
70779,3128192
71826,2056
72036,10907376
72859,16392
73234,2528
73382,326192
73860,1624
74526,34488
74549,26400
75184,1944
75743,23720
76773,16280
77708,28392
78262,4984
78585,26336
79327,10141968
79736,5664
79923,65264
80637,829848
81418,44320
81824,209336
81972,5586712
82932,123584
85982,733992
88211,2304
89488,42760
92177,27296
92994,2832
93602,1256
94835,29408
95114,40576
95455,4504
95544,9760
96448,95568
98039,1860048
98922,1784
101203,81248
103820,12744
104341,529552
104385,3808
104781,6730416
104782,3415144
105351,3496
106106,1512
106881,150160
109233,12056
109760,173904
109871,108488
111428,1816
111452,3024
112090,58760
112098,107712
112509,374200
114742,165856
121225,45312349
121759,18952
126287,306261796
126732,944
126957,35128
127386,42200
128810,4287752
129037,12888
129105,45040
129355,222896
130453,217400
130454,5684712
133975,9744
133981,3784
133991,5336
133992,10696
135651,556360
141217,7936
142796,4029857
143453,24904
145282,2720
145408,1504
146037,6040
147389,1695808433
148304,56280
148305,366632
150234,3032
150808,2096
157069,3104
160860,3266240
161732,6472
162425,628104
163907,5600
164328,3165064
165450,4552
173906,3184
175121,3971752312
175835,40976
176014,31928
180498,4434040
183794,7552
184922,6640
185569,54520
186039,576120
186942,2216
187128,3304
192875,133784
194544,43232
196912,3424
197766,40160
198537,680
199306,197184
202698,933792
203908,12513464
206553,26440
208348,2061888
211522,58240
212142,64096
217954,36032
218679,6952
218682,7832
220780,30648
221555,67504
225117,3328880
225164,2890352
227321,56808
228699,14048
240176,24264
241403,35840
242477,159024
243517,15208
256130,2712
256709,35856
261658,116976
262014,392453096
262687,33936
271516,1200
272952,407472
281687,626608
283909,4381520
294707,5408
296587,63024
299391,99640
311978,1736
314145,27557018561
317513,2878416
318829,54056
325165,13188528
325452,84080
355684,15144
361077,185584
376912,358759221
381046,3336
381635,2128
382112,3200
389681,1328
400540,1139320
400682,209688
418459,3233016
419435,1312
449720,2832
452647,4560
458418,1648
468484,34224
472930,212432
474922,26040
480721,27352
495159,33672
504568,8245476441
537919,1128
538568,136584
551287,644196
552467,43720
554065,85784
571338,1400
588596,214800
591489,29160
653948,117784
655981,257920
689266,31976
746128,538128
747207,29208
755273,27192
860376,34736
870730,70744
936053,170544
938081,22784
944610,90288
946380,22992
981085,7238832
984957,80744
1047171,163480
1134477,24816
1170828,5296
1172189,503688
1233216,10240
1294634,985150812
1294635,1579440
1298654,262517449
1346171,2960
1349409,8408
1349410,10080
1353948,25008
1423826,2048
1561998,32408
1605721,10536
1912919,931945631
1987568,28112
2052682,209376
2302425,2160
2587412,49544
2822231,510280
1357,10504
2706,572457851
2759,823840628501
2768,600947789
2849,1067736
2879,1626448
2902,413744
3044,293634752
3051,158917980
3066,2211216
3071,157328
3143,667988
3196,160857281
3246,4277472
3257,15336
3310,1944
3318,9011224
3319,4984
3328,7926672
3450,1507048016
3482,676639214
3493,684639128
3497,7238832
3511,3189557770
3554,877024570
3558,761695008
3561,3288
3603,10666016
3624,466603525
3633,670955601
3640,3912264
3648,1872480
3653,419464726
3655,865961607
3660,5952
3689,7472824
3705,2943319342
3718,49856
3746,6088520
3754,883279134
3766,3388664
3817,5902112
3820,71376
3826,1656512
3867,623040
3869,653102684
3883,39600
3887,332664
3898,324368
3932,1304844808
3982,506968093
3984,1224827593
3987,4272448
3995,4434040
4005,1615376
4069,1667024391
4071,807514092
4085,6443640
4103,64096
4119,841506219
4145,816332881
4150,78384
4231,944908566
4235,618260196
4264,523907541
4402,2208
4430,5247496
4459,850019039
4473,462174161
4480,959508379
4496,60640
4512,731060214
4520,835406937
4527,3685688322
4549,127520
4554,3538792
4557,26266288
4564,4852856
4585,7208
4614,308953430
4640,338159772
4678,21672
4685,783969450
4688,105880
4719,618456
4753,20968
4769,188960
4783,22099304
4797,410648
4815,173904
4830,16208
4836,64152
4842,1818776
4895,74160
4910,85088
4930,480624
4951,189728
4958,83528
5027,47024
5036,121376
5052,1875632
5097,42760
5104,28400
5115,28504
5121,50992
5140,123168
5144,49544
5149,153880
5159,14792
5179,210648
5190,17616
5230,3266240
5260,12672488
5269,85936
5296,10597096
5314,90296
5320,46688
5333,2248072
5340,38872
5475,453936
5533,119552
5654,537296
5655,104624
5709,6352
5721,3008072
5740,72416
5754,789832
5761,417416
5782,1083760
5790,2238345
5800,206226950
5810,36208
5873,4984
5884,14720
5890,99112
5943,538136
6072,750704550330
6083,22356776
6109,779486659
6127,5831318
6160,11328
6181,861384
6191,992
6223,1190570283
6232,71776
6237,32491224
6247,158176
6251,1031378
6278,151912
6281,4120
6288,696994
6292,39728
6318,8728
6324,208984
6333,108696
6338,1336372882
6379,2576
6411,5558472
6452,1700689242
6463,1121134299
6499,1227152
6525,46760
6548,1237119299
6554,71236903
6564,114585062
6578,831377642
6582,2184
6595,57761311
6603,38328
6609,2224
6612,639508
6643,1928972
6668,570190661
6726,16848
6740,677956
6746,2648
6768,3632
6849,631324
6895,29592
6934,1562634540
6940,28904
6942,42848
6944,1073448
6972,513351614
6977,765225247
6996,243029139
7003,826570617
7008,1037970568
7013,2856
7018,1344
7028,591363511
7037,481945910
7043,1434592191
7045,1865891348
7053,908939774
7060,1386549651
7063,661918589
7066,411410204
7069,226723567
7076,6984
7083,1033909680
7101,282777593
7106,1447411849
7110,272553724
7112,684066086
7115,1677806563
7118,388689615
7122,10040
7126,391064815
7129,311162660
7136,287756441
7140,47031
7145,898447987
7185,37744
7208,38520
7367,218650341
7372,971491109
7374,488947914
7377,285022502
7382,378219850
7396,243330089
7397,212112989
7405,224448835
7415,496390354
7419,64963397
7424,1080284326
7431,726677048
7440,1066736759
7443,264012493
7451,433772158
7456,1070746344
7459,631877742
7461,96990665
7490,941188835
7502,213624829
7514,693168299
7521,805389473
7535,229789978
7538,732764360
7571,1832
7601,663271892
7608,882333766
7610,950373711
7652,153360
7655,1984
7684,3128
7718,5519496
7737,7559792
7756,329225596
7763,570198
7777,4000346073
7791,9760
7796,3704
7811,5664
7829,575466200
7866,147065105
7881,13504
7894,9094248
7901,752504078
7912,592776674
7916,189429010
7931,669146525
7935,1589056457
7949,474717420
7956,2152284322
7958,1672
7961,542880023
7963,690046109
7993,474406495
7997,1820703382
8004,226194295
8009,397181218
8015,12001614119
8016,4045776506
8028,2103218700
8033,1380514931
8041,715927656
8048,777518183
8055,310853204
8059,1624
8072,266843470
8077,439227917
8080,1203557721
8082,1119373132
8087,6235783464
8089,3922522030
8098,983402204
8102,447323348
8121,207292737
8139,1507214332
8145,547431197
8152,743208069
8155,527806626
8158,1428430494
8160,1257454706
8163,156476326
8166,1299113580
8174,309299716
8176,912353399
8186,159216710
8190,501834750
8207,351533007
8217,2117025515
8234,902934458
8254,88856910
8261,13072
8266,799472027
8283,1597774182
8295,2154592048
8311,2600
8315,1776
8322,520
8352,775513702
8363,383012950
8383,2042474188
8466,539913296
8468,337060227
8474,847867796
8476,2976258017
8479,388670789
8485,480889232
8495,708422507
8504,18699130700
8507,583899074
8518,795543774
8523,872938308
8526,26080
8556,629850322
8565,387553699
8583,5288
8612,502053573
8627,792385757
8638,444446574
8661,544738656
8672,525425002
8683,530430806
8699,5224
8703,31568
8711,42072
8721,514983881
8728,1379451190
8739,428969118
8772,756372660
8786,46553977
8789,47650285
8796,41474010
8801,28857100
8804,33068060
8806,88693329
8821,200762241
8828,37453385
8835,669023418
8842,186916662
8850,37808267
8852,102304072
8855,184351072
8867,347544892
8877,20592
8883,124947755
8896,46130971
8904,43740879
8911,38917047
8918,145240356
8927,151681571
8931,101164944
8946,43231719
8952,835628755
8956,567900879
8962,212067449
8965,149968802
8968,136209961
8985,48828679
8995,49982975
9001,155275433
9004,37636885
9008,686596465
9013,66738316
9048,150263794
9053,89581839
9062,109218401
9072,470718754
9087,59064147
9090,41043388
9102,155092734
9114,228444559
9120,136192458
9131,58461259
9134,268598155
9154,44663996
9159,118820058
9162,106444369
9165,120762113
9168,54935187
9171,36830991
9174,51697801
9181,362225568
9184,329392539
9186,71376349
9190,728969488
9207,219108033
9212,50624863
9217,26985018
9221,328664959
9225,682647816
9227,65162561
9232,158969974
9235,567213033
9237,126685550
9239,224662037
9243,174623726
9247,36335818
9251,60037533
9254,162106002
9256,161378487
9260,27072
9266,53296
9282,256470062
9304,191234612
9307,583768
9336,281992306
9343,12448
9350,2958716
9353,4120878
9357,43120438
9359,28655265
9362,694118619
9364,21288106
9367,24648
9370,18118622
9374,275452636
9377,6184
9394,12385196
9401,539674673
9406,323896798
9412,13518566
9416,14123999
9422,418642993
9425,8008932
9429,11047036
9432,149498225
9434,705130028
9437,15965532
9446,6194934
9459,9299432
9469,321965706
9486,269899212
9499,6726976
9504,9550946
9506,8741936
9513,189248896
9520,351680619
9529,6708820
9533,278451632
9537,5187810
9539,1274809442
9542,195145716
9554,8505592
9564,174701498
9567,273143526
9570,445632196
9578,444026332
9592,227170397
9596,443443303
9599,311679573
9621,5913694
9623,151689417
9625,124463466
9639,853139175
9642,157216317
9645,11098852
9648,139447975
9656,408430913
9658,125785212
9663,5965848
9671,5250466
9677,125236242
9679,162707012
9688,692140455
9703,4996282
9706,378784
9709,537903890
9710,173806859
9712,9685692
9714,171010198
9722,1308847915
9724,3745832
9729,161470672
9732,10220048
9738,165044006
9741,189072819
9748,11893426
9751,6836624
9753,237449018
9757,2466724
9759,10993102
9763,8627660
9766,630812414
9776,214254380
9779,661812027
9782,195424065
9784,466312818
9788,558858827
9800,10525140
9804,920632161
9806,199715780
9812,206818096
9817,263138636
9822,510701097
9832,19270102
9836,13274884
9839,385440456
9847,216195870
9851,147228431
9855,254171254
9857,157318004
9859,480737729
9869,202520308
9871,183506337
9872,174280597
9882,199630447
9885,574706909
9890,202437709
9893,506403806
9894,354760571
9896,138692305
9898,7947344
9900,17607938
9903,989664937
9918,1324792
9922,781314888
9926,146158708
9935,1097161723
9944,113641943
9954,151344874
9957,151893596
9969,336108132
9973,21599732
9977,151813347
9979,183264934
9980,4427750
9992,1241298723
10001,1488699909
10011,1480
10022,139884661
10026,666123131
10028,26047088
10045,171123740
10049,449648586
10053,826261954
10059,18905558
10067,206761857
10084,6730714
10126,1632
10136,6482938
10139,418108108
10148,16937946
10151,8071944
10156,9479034
10159,8932930
10165,4069970
10168,5067660
10180,393252444
10182,1981496
10184,24224020
10199,673150
10222,4352382
10227,56168
12929,248259535
12945,205331177
12956,898673117
12965,2096
13012,1378529676
13038,10348030
13067,93016
13092,41144
13105,6968
13113,53680983
13122,1436024834
13124,433962740
13145,48485589
13149,481414753
13163,287857689
13171,240683356
13179,60315323
13213,48485374
13231,185902003
13239,126606137
13244,55581931
13248,345748117
13261,561523355
13332,698818681
13390,608859725
13396,725400778
13436,2774036
13442,5052287799
13450,789188900
13488,193204659
13492,3888
13513,170467805
13633,1522826128
13685,1631700068
13730,1304
13745,70465033
13778,859909486
13817,56416
13893,4584
15367,365034900
15747,780925528
16718,2256229456
18794,1257435021
23012,289540609
23204,613112301
26378,27296
27520,635069206
27529,130665663
27533,5304
27605,8351582
27609,233311278
27621,182883749
27641,12866196
27659,202609610
27669,21904
27671,191132379
27686,643480715
27694,454181686
27703,1055037031
27705,1603309439
27710,2392
27726,332901376
27772,3061018140
27793,402305957
27834,2179472
27922,1280222
28000,2757992
28376,311783229
28581,396720
28609,1493638234
28644,258307336
28651,81411215
28653,642506626
28688,89782523
28695,53199330
28712,64379729
28715,73165768
28723,63842389
28729,275418250
28732,71397188
28736,16330076
28741,806903414
28779,1139195504
28817,493960215
28828,641493169
29007,47360
29044,354918321
29052,869493256
29054,714094951
29056,598911652
29075,8284654
29077,169410416
29079,7993446
29083,178932429
29090,17865326
29136,210402139
29138,239885973
29143,889302719
29202,1006328
29710,850767882
29849,61936
29882,2529560
29909,32776
30060,72383912
30075,727426703
30079,362163739
30087,371707300
30204,605061335
30223,418072706
30316,438316753
30356,471495200
30384,134892437
30396,81042174
30409,446961716
30418,40200788
30420,1067246943
30424,401012783
30453,208602047
30454,28524963
30458,779095036
30460,315756753
30467,28880091
30539,446298157
30550,223287970
30554,187290081
30560,2618525667
30597,7166636
30600,10449846
30610,13443900
30636,26740050
30639,381641293
30657,23438964
30727,33889791765
30799,828804422
30992,292352908
31031,1277435694
31141,368101663
31181,6972472
31198,20941199
31199,9168342
31213,63240
31242,2992
31262,10630712
32263,565992
32280,64907195
32281,2332319439
32291,17184
32300,11456
32301,4056
32307,343497336
32310,223804629
32314,2328
32320,156182867
32323,28224
32348,452401048
32349,238488043
32350,185576015
32351,3352294119
32352,4998552570
32353,3274907370
32354,242909968
32356,1343205863
32357,1131031410
32358,3322074145
32366,5464
32367,469294076
32378,175901596
32381,62232
32385,10720
32386,713513340
32388,980545102
32390,193205808
32459,1341865730
32502,2736
32535,6918860
32641,50106608
33084,629888
33154,750800058820
33184,232696
33194,664280
33196,273240
33213,748446596074
33340,390452871626
33411,63974344
33413,511303927
33419,10293945
33424,192938197
33431,0
33465,860889635
33508,25903763
33527,463822385
33551,7405334
33561,233383469
33583,67851384
33592,33842972
33597,48127747
33600,53126736
33611,35276711
33613,1920
33615,210943275
33617,31088187
33652,152504
33789,658812707
34372,10904872
34392,82520
34416,221016
34509,100432
34555,569554
34619,1561238820
34646,1059472
34681,320482208
34699,352435285
34717,1129163004
34763,5830440
34767,1170283163
34772,2477602611
34786,465387785
34788,835195578
34820,2151654391
34826,6467986
34841,3136716
34843,186145891
34845,16736094
34872,157551028
34875,1856718
34879,143633555
34881,178873192
34883,207010018
34885,179792659
34891,4488804
34898,16880
34902,423182744
34995,464546958
34999,442889603
35076,67040
35500,9225187190
35547,73437795
35569,257062637
35571,520075813
35711,249486585
35729,3248933690
35734,25465592
35939,1425184436
36048,1570688
36165,627073220
36182,1288
36184,695118250
36189,1301264838
36199,882334131
36211,1455593100
36242,454552317
36262,57745599
36266,113086165
36271,100268504
36274,73103354
36283,735595056
36292,12662781
36298,314250003
36304,192775959
36801,19379928
36913,306968
36986,356888770
37028,431158354
37029,187153535
37031,6884506
37038,26429493
