node, weight
43777,7166636
43780,4858688
44316,230404599
44318,479957563
44394,64682306
44477,107885630
44489,361635146
44507,437901910
44668,646234057
44679,477160564
45157,17657173
45264,1394492
45351,660208982
45450,65454744
45479,380798548
45637,140690913
45779,180050974
45807,287498210
46245,433890402
46259,152894270
46513,95800441
46829,163032705
47180,5654882
47230,165103524
47281,3567246
47308,848205960
47314,357339607
47315,264764553
47692,59396600
47695,53083251
47969,398594447
48086,4427750
48139,13439890
48155,173997768
48193,501834750
48278,45466686
48396,61622500
48397,69882049
48426,76904906
48427,205745599
48435,48835798
48560,157318004
48668,1134958668
48681,208602047
48698,190830562
48699,174737240
48701,185969040
48709,340451254
48723,1427204
48745,2466724
48752,6874894
48849,44405360
48850,2958716
48883,54525338
48891,68138254
49369,4264562021
49390,787725778
50251,58508326
50390,885910770
50392,52825981
50402,39581861
50426,7412754
50452,506905007
50954,275452636
51154,6641892
51298,230837026
51337,4204360
51338,24224020
51342,14736086
51346,13951106
51355,328664959
51650,1023782023
51655,709198421
51695,4935485
51858,576199751
51900,71195170
51906,62289128
52224,509096127
52239,1003372657
52375,43842856
52612,274554731
52622,52336352
52644,31456621
52647,47562420
52653,566943421
52664,350680144
52719,493448052
52777,151681571
52904,112764872
53275,320877083
54017,42478201
54023,39727967
54059,41484646
54126,1791638
54131,187811108
54133,6654530
54180,235053095
54317,1053281645
54343,696201268
54356,47395606
54359,44922280
54369,39410761
54374,40539794
54380,32736886
54383,26088038
54386,35653950
54508,37554847
54600,232258823
54601,190343341
54971,37481165
55057,598038345
55149,640012860
55544,496930926
55550,388420708
55577,850767882
55661,33842972
56067,50624863
56068,50106608
56069,36070880
56086,495053697
56194,175190434
56258,36475667
56262,47516324
56311,47669544
56313,37013486
56343,50323659
56364,321458282
56622,151960030
56716,349395537
56723,828804422
56726,444826805
56798,301610213
57062,152607346
57068,30773705
57237,81931484
57240,65843164
57247,64036649
57397,35610218
57412,35593029
57421,39892324
57439,68998081
57737,254171254
57865,980765243
57926,613112301
58065,254354664
58069,12888090
58203,69971764
58323,1352870869
58824,225886582
59463,460463644
59472,186079849
59474,5052530
59476,4327180
59479,179587793
59527,10170386
59534,151893596
59538,12006812
59542,144053357
59556,130654890
59689,333549016
59729,100660833
59861,1716398097
59894,12662781
59899,363817757
59916,356046155
60409,558335227
60468,52679182
60711,434014883
60746,193846711
61156,315927966
61221,256229414
61376,155494260
61379,1881862
61383,154712782
61384,147888909
61388,244004819
61472,629688161
61474,660279611
61476,601830621
61478,685219552
61482,536181419
61484,644704489
61621,7833780
61622,15275960
61643,479789690
61819,255279882
61853,13144056
62018,384412035
62062,715927656
62324,650923220
62749,217504793
63121,1173106
63155,748707407
63433,868672242
63434,316849685
63436,453097606
63459,761695008
63787,289540609
63976,225324254
63990,391018807
64144,254262023
64176,812713899
64278,76528870
64391,848785016
64459,399137021
64668,344863046
64791,209701062
64793,301989090
64799,107067944
64802,62413577
64838,209251900
65476,265614317
65489,323991064
65598,385028062
66420,60230848
66442,125256367
66444,157431299
66707,54448884
66713,630786
66913,697401062
67531,214051070
67533,253923514
67534,518176929
67767,143271451
67801,212112989
67830,1631572408
68294,393154558
68408,234673512
68415,7641184
68464,403764438
68486,100268504
68497,62030678
69004,20169942
69234,463128855
69293,473227572
69297,113641943
69308,254065798
69311,156525772
69319,365795356
69332,859909486
69355,2602422
69811,1233285584
69820,267855919
70433,835124322
70687,1278930
70778,628294
71006,15316544
71117,6575854
71119,9728590
71139,1301543496
71854,206828811
72004,10419586
72105,1178382907
72248,609440699
72267,205889392
72446,783062639
72542,185290855
72544,169220268
72664,452740493
72781,264069286
72791,136175584
73157,202536108
73324,286971011
73327,51585150
73330,52966507
73333,90644070
73337,177113400
73917,253689302
74200,55284681
74533,143234489
74869,371630388
74873,96575236
74909,669001893
74926,685943147
74940,451406107
75152,503463969
75162,614978943
75169,711387304
75352,670751480
75366,473402924
75485,42649790
75864,54865011
75869,86240173
75917,287653926
76066,570806354
76193,375742032
76194,51136667
76198,42951462
76199,121773729
76206,169164235
76338,444268482
76340,316283944
76712,29979059
76717,148688413
76990,456670188
77115,550927781
77151,168885424
77166,230426593
77214,2937260
77252,54151
77586,249486585
77598,8957672
77932,448405156
78185,58719776
78217,57144836
78633,899736361
78897,1067203034
79626,55375777
79627,202911631
79633,42345480
79643,39929564
79653,55557001
79684,10202960
79782,362163739
79784,153179978
79805,126875770
80427,354990688
80765,86397584
80833,328871096
80966,321148068
80972,366434258
81572,203404355
81927,123892635
81970,206860290
82127,146513020
82366,291281368
82595,323538175
82600,753545786
83376,30349258
83485,180344024
83487,66508124
83647,591522865
84645,1060591672
84702,191389974
84834,274414079
85066,70383982
85069,64617878
85105,91470746
85120,159369058
85443,333953740
85444,404390093
85585,354882604
85660,267253995
85681,572359539
86224,441478765
86971,585068738
86973,13104004
87175,219609227
87288,6646876
88005,1121134299
88029,7247982
88036,3263630
88082,461702174
88087,458573894
88112,77079503
88201,551855341
88217,125711476
88501,283763970
88514,565179504
88531,549333552
88556,743184906
88686,414309822
88925,1190570283
89197,1216936913
89248,207369901
89386,49938015
89399,12354446
89462,1324792
89632,233367401
89673,218438393
90247,233311278
90397,837113398
90675,1007314143
90988,925061524
91212,1169216093
91218,1087013363
91411,93245062
91422,306768355
91561,13269196309
91738,819407847
91739,612087657
91767,76700777
91951,267943904
92683,104692689
92688,58501794
93162,279324246
93163,243124459
93504,383229776
93934,41043388
94109,224967883
94128,96990665
94188,6186924
94232,586614455
94237,185746925
94323,8892780
94827,28880091
94885,358233562
94893,461334088
94911,728876421
94953,230814794
94963,9295160
95170,1119077990
95593,631879373
95620,252333303
95912,11220942
96440,579408486
96539,62180529
97097,43903022
97206,174051078
98310,61826726
98964,136149979
99837,34273010
99882,63574669
99883,200169937
100190,399860034
100784,32876169
100819,51705756
100952,983402204
101364,1189141599
101932,10482208
103372,359441236
103600,257189590
103695,283817048
103765,163653516
103775,223686267
103933,380567583
103944,325686051
103956,70965639
104421,608859725
104447,625927959
104452,420506033
104460,429587092
104474,1140636780
104476,541386061
104658,835925829
104688,504066880
105023,569895334
105785,361306240
106299,9928155
106582,654433217
106734,461957796
107208,61919663
108405,153763025
108852,12461068
108858,15206540
108931,1054095607
108974,193118487
109027,648063189
109280,249367995
109356,149998376
109478,13827574
109678,617518739
109905,816844447
110193,90741522
110368,291140282
110676,54422096
111784,379805101
111811,273256961
111838,281543924
111875,163319697
111881,508140465
111903,617472115
111917,367933532
111923,800217573
112262,128552554
112268,35690118
113103,469820090
113115,74884612
113330,1982742527
113334,776939435
113540,332901376
113544,129443690
114276,47403095
114329,239319056
114331,50075840
114369,57046149
114398,611128
115081,258679050
115100,691231664
115357,1606572873
115425,240120815
115618,48342278
116121,464924313
116126,2006513461
116130,463190377
116150,537004502
116153,229294852
116960,170035846
117165,47023893
117534,459372
117571,322480988923
118141,312047526
118183,67371521
118200,52602400
118793,56642973
118797,2356008
118852,10753681
119488,618600896
119604,85468650
120566,35303277
120794,118948140
121224,45283821
121488,3506026996
121530,36935750
121554,1257435021
121845,284659204
122231,144295566
123217,248118224
123683,603108015
123851,349545782
124412,171655204
125297,65151957
125878,413127875
125945,1359354655
126373,734957547
126836,110245636
127322,3237410843
127582,187314792
127929,106056418
128390,39384553
129108,1263806359
129224,151344874
129397,152641435
129788,47286525
130081,25263039
130686,223514334
130704,110594698
130708,116370002
130825,141532613
132113,118179650
132243,206089195
132585,47518525
132908,160523097
133082,441383243
133901,219054855
134902,133278560
134920,613384881
135165,51046636
135168,78631051
135433,213319178
135441,64775734
135761,208481650
135764,353622356
135765,347196540
135921,46851470
135972,60094468
136037,213624829
137070,176171297
137072,96450477
137074,266043038
137078,193861195
137178,1013842
137246,786929981
137355,196646757
137520,557418896
137541,54316969
137693,844470155
138070,743609405
139649,1042922587
139677,194687729
139723,28721412
140453,673150
141832,628294
141839,41259073
142471,131434561
143287,9670196
143291,215894254
143292,17533144
143302,5123088
143351,161186377
143606,2160285168
143630,321527667
143722,386566386
143724,130920972
143735,570201231
143948,199291307
143950,478462192
143995,166070369
144034,259702720
144197,161945232
146810,126348264
146911,387553699
146921,451117838
148065,0
148594,316709357
148810,157528733
148819,15240833
148989,454174494
150288,209035589
151541,574746290
151549,492486997
152616,94974368
153643,120680741
154130,22725652
154832,230939394
155063,364488598
155067,1261655800
156170,62340319
156304,137395549
156561,70316987
156563,90736899
156759,330777529
156760,41133897
157728,25903763
158441,283089808
158456,553809940
158586,9168342
158624,1012737690
158812,576841220
159581,61448635
159646,530381325
160400,16526232
160708,578606382
160734,402470555
160748,779486659
160761,401012783
161013,221388504
161453,322357560
161584,415645522
161590,725126070
161649,53733735
161653,55760324
161742,37951687
161767,539421260
161770,306066041
161934,877024570
163118,239070418
163134,338552939
164674,100760150
165599,68961169
165858,215145375
166361,621219024
166423,81411215
166741,391545016
168631,588011785
170555,665343175
170557,627443736
170625,19442482
171122,8008932
171585,425832626
171594,440457604
171605,375250859
171736,322737004
171913,40413683
171915,44464078
171916,53708337
171917,149673596
171918,31554223
172413,56080349
172684,56424865
172689,42074541
172690,53240047
173247,826469237
173321,246544694
173339,171172821
174628,418830029
174822,300186109
175120,65331087
175131,57551368
175529,55099524
175774,243829502
175797,505724885
175798,812249560
176013,191451427
176015,150772430
176024,53624703
176039,45983521
176057,33958516
176066,224057651
176074,61659086
176938,42344649
176943,53035052
177089,115651316
177155,454552317
178035,249001359
178133,857524522
179674,306528290
179676,171576426
181096,245700318
181099,48966929
181119,48395128
181461,997983867
181472,1941759935
181631,82819258
181839,49853243
182669,7971018
182895,42646262
182897,56849587
183150,345589292
183418,32903372
183661,212427635
183749,25859662
184059,105593721
185453,15983955
185578,5838038
186443,194328110
186474,153594596
186990,10275228
187106,51910188
187382,29729551
187383,54301474
187437,73047692
187451,71699668
187685,19330400
187695,406536518
187706,314016838
188133,286801683
188135,303309973
188136,206923527
188344,34522566
188379,36151658
188791,350485665
189058,4488804
189258,102417134
189513,805389473
189839,56697936
189913,1975404191
189979,450752691
190295,56996379
190331,454496091
190356,577612364
190661,54558747
190676,361711500
191398,659919125
191418,930612063
191431,190066460
191816,131361049
192404,202609610
194338,50342887
194366,700986883
195168,1675454736
195172,734108353
195615,391489384
195821,380261579
195883,219874261
197043,313338360
197152,130555981
198433,46016238
198635,1764660592
198719,156182867
198806,46397956
198938,492758297
198940,81675981
199890,56993124
199937,565984647
200407,77259661
201329,61579469
201502,243330089
201766,1107889295
202137,1223534644
202456,160614847
202533,711420
202808,59473067
202946,38285794
203781,1948386668
203782,705896190
204567,89251244
205083,34151043
205130,409136897
207598,684367037
207624,252926955
207636,93999287
207650,1106104925
207806,646705034
208069,72059138
208073,53593694
208333,621829303
208481,21427211
208972,16794300
208979,673067126
209166,495958782
209618,174658100
209779,49513655
210139,649676339
210143,481380356
210632,598913304
210647,4290334
210652,1331262
210855,786005461
211228,148265224
211598,60010301
211916,37636885
211967,85261976
214171,612678754
214277,526562143
214431,504546834
214438,53825485
214486,686166347
214514,17861410
214812,354263193
215358,488697693
215465,30324902
216125,862822690
216574,31400814
217165,456880
217217,183082515
217443,193202976
217634,774398134
218760,654316202
219539,407228961
219545,652549313
219594,134892437
219595,34043461
219809,435666328
219812,142604413
219896,1181480854
220873,27476333
221966,55980846
222816,130665663
223228,202349880
223781,128376719
224129,419940325
224669,81042174
225387,239248823
225398,83819268
225400,0
226149,866068865
226151,1729883114
227169,65581558
227182,46210144
227184,44326910
227192,50296738
227226,40319291
227228,47715620
227532,601384275
227619,79538425
228250,336961791
228252,369767597
228297,11772857
230833,8164326
230844,182131382
233158,418072706
234690,17422187
235516,121126434
235915,160301987
236788,240631709
236850,954535525
236851,795092828
237420,59222457
237433,67530792
237438,65049355
238572,994407836
239371,66047724
239386,61205117
240154,317278500
240159,805484602
240162,128573012
240163,146499426
240201,48319365
240206,29126212
240209,39867645
240729,92129546
240832,234428573
240869,498517846
241271,448940200
241346,279745686
241437,716065620
241442,425172093
241585,69868719
241587,87897202
242068,1433009880
242159,25285936
242267,566676712
243059,48513434
243314,61224543
243708,195679613
243888,38917047
243955,0
244254,113523847
244447,113106976
244518,493960215
245042,85649628
246437,10183914
246452,811264637
247415,1111249978
247671,9472723
248309,33632451
248310,433277583
248311,53127344
248312,57486460
248313,28519896
248314,29580263
248454,991207104
249251,46027874
251359,429229283
252295,530832435
252483,109375832
252671,2774036
252798,52248472
253017,1425184436
253715,265298656
254363,402833911
254446,69517306
254448,51691372
254528,47717469
254539,43413706
254552,46977754
254557,59840797
254575,46242500
254652,61309324
256136,569554
256693,67873054
257627,293634752
257759,2109227460
257818,76458476
257879,207870552
258930,21612098
259920,471026861
260615,864402289
260767,1329610193
260995,735770100
261741,315379884
261815,312456903
262131,49442589
263140,186484127
263933,860889635
265386,954472170
265454,26236988
265458,136764988
265632,54559448
266360,45057441
268709,1532272419
269057,343841384
269412,76054210
270466,552775868
270525,151672360
270528,176448218
270529,377016907
270537,701481865
271503,398723667
272121,120275991
272628,725897490
273407,737347514
273409,801412502
273748,677956
273928,536847716
274613,1037966152
274622,312705769
278164,777231558
278856,159458460
279965,33057945
279966,59430409
282391,499931277
283035,759932821
283848,578225492
283855,609146646
286419,133115116
286706,520162775
287016,57356710
287197,539068006
287375,617818106
290523,287105137
291302,133506705
291688,740377606
291819,744178749
292152,124167636
292154,153623352
292155,175138973
292159,153011590
292309,653890311
292402,29245954
293821,612800178
295700,1237299915
296741,151393356
297284,213392860
297711,148385227
298831,62330692
299123,52270113
300111,572074390
300306,1334130906
300413,492536197
300877,187153535
301037,629489063
302047,281119925
302098,8351582
302527,37184726
303304,242953772
303518,204092998
304459,558031039
307491,250388761
307492,174487534
307507,921281
307658,655780455
307955,590640589
307959,686979427
307972,865166
308060,47100450
309970,132116191
310279,453978476
310282,426574641
310352,327137497
310571,494104578
310712,224966691
310713,10760990
310714,7346060
310752,180572786
310794,237239881
310795,154374713
310899,25376854
310915,292352908
311356,71376349
311401,82530323
311790,1631402183
311874,796125151
311890,57127436
311895,62748932
311897,50832300
311901,58379517
312124,54935187
312236,512308437
313498,783854799
314146,20683257860
314147,11793184123
314293,7048349165
314295,1743945321
315492,156476326
315563,23383589
315576,38737449
320037,1544297185
321084,53611353
321398,34841125
321403,569300170
322563,958012411
322582,71215636
323312,1226052588
323313,1080862211
323379,4233018
325343,47808940
325643,811091449
326083,8284654
326594,24271826
327003,477169425
328815,247658723
329620,3105388
330464,15899316
331036,195322367
331333,702518640
331713,279141494
332384,104768950
333673,470173703
334116,182085094
334908,522159695
335091,52289916
335395,442138045
335469,511303927
336983,173831344
337173,66251938
337444,67458308
337641,775416054
337687,6373131339
338503,690901236
339999,145000199
340076,7993446
342381,59598590
343691,1153473177
345155,285945001
345164,30635395
345258,163592618
345573,55695174
346610,44338757
346838,562859685
347359,490806893
348688,909390136
351381,584264131
354439,234071882
355587,288438163
355685,530415662
356393,3654930
357074,59288355
358128,196541738
359927,76735969
360224,70436976
361644,1221217503
362091,601534984
363769,68509918
364589,114816821
365059,468434144
366454,44049532
367368,358577189
367763,628116
369605,52416564
369639,837965110
370040,761704255
370605,1080282994
371907,167740444
371916,194382713
371919,87312862
372326,55892019
373995,525307818
374264,711120449
374458,198020988
375764,1130831211
375939,674984377
375941,1027548
376895,430446627
376911,1356254835
376913,7455072435
379532,10449846
381031,54941774
381198,36802028
381881,91839814
382315,67935022
386614,598084844
390379,771520858
391180,171295910
391341,480889232
395515,119228635
395520,218461594
395565,101959483
395577,82036144
396416,110175594
396775,620414982
400187,54862
405009,428592407
407821,720142
409849,176099239
411798,253638264
411963,1507019208
414846,1359274745
414876,1204256966
415028,116456796
415978,343361309
417921,344232693
419612,5258298
419690,65677278
421273,114728472
422203,685468891
423510,488270854
424585,135655507
425635,98842400
425643,52750113
428466,1642805527
432164,105068180
433405,256874010
433684,373310920
433685,484745494
435138,262149207
435218,417404850
437484,8553951
437488,1035632443
437493,769192889
438506,766034848
439324,165465892
439328,151643235
439704,233843983
441047,51516074
441215,157216317
441366,1101654445
441696,55616104
441894,28857100
441921,578206932
441929,172615675
443853,159947886
444401,669564638
445787,897720944
447135,269293689
447833,752759349
448029,739355925
449367,49779272
449384,71733397
449594,57900763
450177,41985386
451385,42942558
452646,131766939
452695,274134387
454923,935123896
456388,67784544
456900,352435285
458187,60304244
458190,41127607
458196,46147009
460826,224448835
461220,50497019
461239,51675360
461245,56420757
462259,67363267
463165,47462835
466727,176909883
467030,112321519
467774,621159598
468512,50868518
468822,612335193
469796,209322061
470939,629643314
471704,587470474
471713,45759221
472368,2529399306
473156,58897778
473952,199199966
473964,35914704
478635,141916077
481813,139943906
482537,23424444
483260,396213452
483950,749185259
486640,582561098
488313,367978686
491861,332053351
493209,315559174
494514,7793374
495162,69067624
495550,683925493
499227,60511719
500656,311184626
506608,326082885
507594,35363472
516756,258307336
519845,651243527
520822,304199436
