node, chunk
27468,1
27670,3
27672,3
27695,5
27714,5
28015,0
28564,0
28583,0
28756,7
28985,0
29001,0
29196,0
29730,0
29753,0
29760,0
29850,0
29883,0
29910,0
30017,1
30030,1
30031,1
30034,1
30040,1
30459,2
30559,3
30648,3
31032,6
31220,0
31234,0
31276,0
32264,0
32335,1
32503,7
32561,0
32599,0
33085,0
33090,0
33119,0
33178,0
33392,0
33614,2
33630,0
33634,0
33653,0
33682,0
34305,0
34316,0
34358,0
34373,0
34506,0
34590,0
34638,0
34649,0
34740,10
34765,8
34815,6
34899,3
34915,2
35024,8
35127,0
35128,0
35497,3
35883,0
35925,0
36044,0
36080,0
36090,0
36091,0
36094,0
36174,4
36175,4
36183,7
36188,6
36318,8
36331,0
36630,0
36914,0
37163,0
37319,0
37346,6
37347,3
37349,3
37611,2
37621,0
37630,11
37657,0
37679,0
37682,0
37690,0
37737,3
37862,0
38033,0
38600,3
38625,3
38762,5
39416,0
39640,0
40145,0
40284,0
40285,0
40410,0
40559,0
40930,11
41364,11
41653,0
41668,0
42064,0
42155,0
42345,0
42373,0
42374,0
44056,0
44271,0
44415,0
44689,0
45157,0
45350,0
46015,0
46208,1
46455,4
46514,8
46681,0
46790,1
46791,1
46793,1
47010,1
47247,0
47413,1
47672,0
47765,0
50225,0
50346,0
50426,0
50451,0
50514,0
51029,0
51314,0
51315,0
51511,8
51543,4
51750,8
51953,0
52807,3
52824,0
55270,0
55890,0
56958,1
56960,1
57577,0
57918,0
58055,3
58362,11
58777,11
58933,0
59643,0
59689,0
59728,2
59747,0
59808,1
59970,0
61378,3
61408,3
61605,0
62043,8
63405,0
63430,4
63677,0
63726,11
64175,8
64182,8
64495,0
64695,11
64696,11
64697,11
64901,11
65070,0
65612,3
65659,0
65661,0
65662,0
67593,0
70076,11
70126,11
70779,0
71139,0
71826,0
72036,11
72859,0
73234,11
73382,0
73860,3
74526,0
74549,1
75184,11
75743,8
76773,0
77708,11
78262,0
78585,8
79327,0
79736,8
79923,0
80637,0
81418,0
81824,0
81972,0
82932,0
85681,0
85982,0
88211,11
89488,0
92177,0
92994,4
93602,11
94835,2
95114,8
95455,1
95544,8
96448,0
98039,0
98922,3
101203,0
103820,6
104341,0
104385,0
104781,0
104782,0
105351,0
106106,3
106299,0
106881,8
109233,1
109760,0
109871,0
111428,3
111452,3
112090,0
112098,0
112509,0
114742,0
121225,11
121759,0
126287,3
126732,0
126957,11
127386,11
128810,0
129037,7
129105,1
129355,0
130453,0
130454,0
133975,1
133981,1
133991,1
133992,1
135651,0
141217,1
142796,0
143453,0
145282,8
145408,3
146037,0
147389,0
148304,0
148305,0
150234,11
150808,0
157069,0
160860,0
161732,1
161934,0
162425,0
163907,11
164328,0
165450,0
173906,0
175121,2
175835,2
176014,2
180498,0
183794,0
184922,0
185569,11
186039,0
186942,0
187128,2
192875,0
194544,11
196912,0
197766,11
198537,11
199306,0
202698,0
203908,0
206553,8
208348,0
211522,0
212142,0
217954,11
218679,1
218682,1
220780,8
221555,8
225117,0
225164,0
227321,0
228699,8
240176,0
241403,2
242477,0
243517,0
256130,0
256709,11
261658,0
262014,8
262687,0
271516,1
272952,0
281687,0
283909,0
294707,0
296587,0
299391,0
311978,0
314145,3
317513,11
318829,0
325165,3
325452,0
355684,8
361077,0
376911,3
376912,3
381046,0
381635,5
382112,0
389681,4
400540,0
400682,0
418459,0
419435,0
449720,0
452647,0
458418,3
468484,2
472930,0
474922,0
480721,8
495159,2
504568,7
537919,3
538568,0
551287,0
552467,0
554065,0
571338,2
588596,0
591489,0
653948,0
655981,0
689266,2
746128,0
747207,8
755273,0
860376,0
870730,0
936053,0
938081,0
944610,0
946380,0
981085,0
984957,0
1047171,0
1134477,0
1170828,8
1172189,0
1233216,2
1294634,2
1294635,2
1298654,2
1346171,0
1349409,0
1349410,0
1353948,8
1423826,0
1561998,0
1605721,0
1912919,11
1987568,0
2052682,0
2302425,0
2587412,0
2822231,0
1357,0
2706,0
2759,0
2768,0
2849,0
2879,0
2902,0
3044,0
3051,0
3066,0
3071,0
3143,0
3246,0
3257,0
3310,0
3318,0
3319,0
3328,0
3450,0
3497,0
3511,0
3554,0
3561,0
3603,0
3633,0
3640,0
3648,0
3655,0
3660,0
3689,0
3705,0
3718,0
3746,0
3754,0
3766,0
3817,0
3820,0
3826,0
3867,0
3883,0
3887,0
3898,0
3932,0
3982,0
3984,0
3987,0
3995,0
4005,0
4069,0
4071,0
4085,0
4103,0
4119,0
4150,0
4235,0
4402,0
4430,0
4459,0
4473,0
4480,0
4496,0
4512,0
4520,0
4527,0
4549,0
4554,0
4557,0
4564,0
4585,0
4614,0
4640,0
4678,0
4688,0
4719,0
4753,0
4769,0
4783,0
4797,0
4815,0
4830,0
4836,0
4842,0
4895,0
4910,0
4930,0
4951,0
4958,0
5027,0
5036,0
5052,0
5097,0
5104,0
5115,0
5121,0
5140,0
5144,0
5149,0
5159,0
5179,0
5190,0
5230,0
5260,0
5269,0
5296,0
5314,0
5320,0
5333,0
5340,0
5475,0
5533,0
5654,0
5655,0
5709,0
5721,0
5740,0
5754,0
5761,0
5782,0
5790,0
5800,0
5810,0
5873,0
5884,0
5890,0
5943,0
6072,0
6083,0
6109,0
6127,0
6160,0
6181,0
6191,0
6223,0
6232,0
6237,0
6247,0
6251,0
6278,0
6281,0
6288,0
6292,0
6318,0
6324,0
6333,0
6338,0
6379,0
6411,0
6452,0
6463,0
6499,0
6525,0
6548,0
6564,0
6578,0
6582,0
6595,0
6603,0
6609,0
6612,0
6643,0
6668,11
6726,11
6740,11
6746,11
6768,11
6849,0
6895,0
6934,0
6940,0
6942,0
6944,0
6972,11
6977,11
6996,11
7003,11
7008,11
7013,11
7018,11
7028,11
7037,11
7043,11
7045,11
7053,11
7060,11
7063,11
7066,11
7069,11
7076,11
7083,11
7101,9
7106,9
7110,9
7112,9
7115,10
7118,10
7122,10
7126,10
7129,10
7136,10
7140,10
7145,10
7185,1
7208,0
7367,1
7372,1
7374,1
7377,1
7382,1
7396,1
7397,1
7405,4
7415,4
7419,4
7424,4
7431,4
7440,4
7443,4
7451,4
7456,4
7459,4
7461,4
7490,4
7502,11
7514,11
7521,11
7535,11
7538,11
7571,0
7601,8
7608,8
7610,8
7652,8
7655,8
7684,8
7718,8
7737,8
7756,8
7763,8
7777,8
7791,8
7796,8
7811,8
7829,8
7866,8
7881,8
7894,8
7901,7
7912,7
7916,7
7931,7
7935,7
7949,5
7956,5
7958,5
7961,5
7963,5
7993,5
7997,5
8004,5
8009,7
8015,7
8016,7
8028,7
8041,7
8048,7
8055,7
8059,7
8072,6
8077,7
8080,7
8082,7
8087,7
8089,7
8098,6
8102,6
8121,7
8139,7
8145,7
8152,7
8155,7
8158,7
8160,7
8163,6
8166,6
8174,6
8176,6
8186,7
8189,7
8190,7
8207,6
8217,6
8234,7
8254,7
8261,7
8266,7
8283,5
8295,8
8311,8
8315,8
8322,8
8352,8
8363,8
8383,8
8466,2
8468,2
8474,2
8476,2
8479,2
8485,2
8495,2
8504,8
8507,8
8518,8
8523,8
8526,8
8556,8
8565,8
8583,8
8612,8
8627,8
8638,8
8661,8
8672,8
8683,8
8699,8
8703,8
8711,8
8721,8
8728,8
8739,8
8772,8
8786,2
8789,2
8796,2
8801,2
8804,2
8806,2
8821,2
8828,2
8835,2
8842,2
8850,2
8852,2
8855,2
8867,2
8877,2
8883,2
8896,2
8904,2
8911,2
8918,2
8927,2
8931,2
8946,2
8952,2
8956,2
8962,2
8965,2
8968,2
8985,2
8995,2
9001,2
9004,2
9008,2
9013,2
9048,2
9053,2
9062,2
9072,2
9087,2
9090,2
9102,2
9114,2
9120,2
9131,2
9134,2
9154,2
9159,2
9162,2
9165,2
9168,2
9171,2
9174,2
9181,2
9184,2
9186,2
9190,2
9207,2
9212,2
9217,2
9221,2
9225,2
9227,2
9232,2
9235,2
9237,2
9239,2
9243,2
9247,2
9251,2
9254,3
9256,3
9260,3
9266,3
9282,3
9304,3
9307,3
9336,3
9343,3
9350,3
9353,3
9357,3
9359,3
9362,3
9364,3
9367,3
9370,3
9374,3
9377,3
9394,3
9401,3
9406,3
9412,3
9416,3
9422,3
9425,3
9429,3
9432,3
9434,3
9437,3
9446,3
9459,3
9469,3
9486,3
9499,3
9504,3
9506,3
9513,3
9520,3
9529,3
9533,3
9537,3
9539,3
9542,3
9554,3
9564,3
9567,3
9570,3
9578,3
9592,3
9596,3
9599,3
9621,3
9623,3
9625,3
9639,3
9642,3
9645,3
9648,3
9656,3
9658,3
9663,3
9671,3
9677,3
9679,3
9688,3
9703,3
9706,3
9709,3
9710,3
9712,3
9714,3
9722,3
9724,3
9729,3
9732,3
9738,3
9741,3
9748,3
9751,3
9753,3
9757,3
9759,3
9763,3
9766,3
9776,3
9779,3
9782,3
9784,3
9788,3
9800,3
9804,3
9806,3
9812,3
9817,3
9822,3
9832,3
9836,3
9839,3
9847,3
9851,3
9855,3
9857,3
9859,3
9869,3
9871,3
9872,3
9882,3
9885,3
9890,3
9893,3
9894,3
9896,3
9898,3
9900,3
9903,3
9918,3
9922,3
9926,3
9935,3
9944,3
9954,3
9957,3
9969,3
9973,3
9977,3
9979,3
9980,3
9992,3
10001,3
10011,3
10022,3
10026,3
10028,3
10045,3
10049,3
10053,3
10059,3
10067,3
10084,3
10126,3
10136,3
10139,3
10148,3
10151,3
10156,3
10159,3
10165,3
10168,3
10180,3
10182,3
10184,3
10199,0
10222,8
10227,0
12929,2
12945,2
12956,4
12965,0
13012,5
13038,3
13067,11
13092,0
13105,6
13113,2
13122,9
13124,3
13145,2
13149,3
13163,11
13171,1
13179,2
13213,2
13231,11
13239,2
13244,2
13248,11
13261,11
13332,0
13390,4
13396,8
13436,0
13488,6
13492,0
13513,3
13633,9
13685,4
13730,0
13745,2
13778,0
13817,0
13893,0
15367,0
16718,0
18794,0
23204,0
26378,0
27520,4
27529,4
27533,4
27605,3
27609,3
27621,3
27641,3
27659,3
27669,3
27671,3
27686,7
27694,5
27703,5
27705,6
27710,5
27726,7
27772,7
27793,2
27834,0
27922,0
28000,0
28376,8
28581,0
28609,1
28644,4
28651,4
28653,4
28688,2
28695,2
28712,2
28715,2
28723,2
28729,2
28732,2
28736,3
28741,7
28779,7
28817,7
28828,7
29007,0
29044,4
29052,4
29054,10
29056,10
29075,3
29077,3
29079,3
29083,3
29090,3
29136,3
29138,3
29143,5
29202,0
29849,0
29882,0
29909,0
30060,1
30075,11
30079,11
30087,11
30204,4
30223,10
30316,8
30356,8
30384,2
30396,2
30409,2
30418,2
30420,2
30424,2
30453,2
30454,2
30458,2
30460,2
30467,2
30539,3
30550,3
30554,3
30560,3
30597,3
30600,3
30610,3
30636,3
30639,3
30657,3
30727,5
30799,6
30992,5
31031,6
31141,8
31181,8
31213,0
31242,0
31262,0
32263,0
32280,1
32281,1
32291,1
32300,1
32301,1
32307,1
32310,1
32314,1
32320,1
32323,1
32348,1
32349,1
32350,1
32351,1
32352,1
32353,1
32354,1
32356,1
32357,1
32358,1
32366,1
32367,1
32378,1
32381,1
32385,1
32386,1
32388,4
32390,4
32459,7
32502,7
32535,3
32641,2
33084,0
33154,0
33184,0
33194,0
33196,0
33213,0
33340,0
33411,10
33413,9
33419,10
33424,10
33431,10
33465,10
33508,0
33527,7
33551,3
33561,3
33583,2
33592,2
33597,2
33600,2
33611,2
33613,2
33615,2
33617,2
33652,0
33789,7
34372,0
34392,0
34416,0
34509,0
34555,0
34619,0
34646,0
34681,1
34699,4
34717,4
34763,8
34767,8
34772,5
34786,6
34788,6
34820,6
34826,3
34841,3
34843,3
34845,3
34872,3
34874,3
34879,3
34881,3
34883,3
34885,3
34891,3
34898,3
34902,2
34995,8
34999,8
35076,8
35500,3
35547,2
35569,1
35571,1
35729,6
35734,3
35939,0
36048,0
36165,1
36182,7
36184,7
36189,6
36199,6
36211,7
36242,2
36262,2
36266,2
36271,2
36274,2
36283,2
36292,2
36298,2
36304,2
36801,3
36913,0
36986,11
37028,3
37029,3
37031,3
37038,2
37041,2
37044,2
37049,2
37077,2
37082,2
37175,3
37178,3
37180,3
37189,3
37343,4
37345,6
37348,3
37414,0
37442,3
37533,0
37579,8
37613,2
37847,0
37852,4
37853,10
37857,11
37858,0
37861,0
37873,0
37888,3
38116,11
38122,11
38157,11
38396,2
38526,5
38570,0
38574,0
38581,0
38584,0
38599,3
38605,3
38617,3
38624,3
38662,3
38664,3
38667,3
38761,5
38771,2
38832,0
38880,0
38940,6
38946,0
39081,3
39083,3
39156,8
39193,6
39465,9
39616,2
39620,2
39700,0
39757,1
39959,2
40037,10
40076,10
40084,10
40098,10
40102,10
40144,0
40150,3
40155,2
40157,2
40213,2
40232,3
40255,0
40364,1
40829,5
40929,11
40931,11
41013,10
41098,11
41100,11
41111,11
41138,11
41260,3
41363,11
41425,3
41665,0
41705,7
41809,1
41812,1
41881,0
41953,0
42148,6
42163,8
42188,8
42274,10
42295,10
42298,10
42414,3
42476,0
42513,5
42520,3
42525,5
42562,5
42634,7
42647,7
43086,4
43150,2
43158,2
43162,2
43164,2
43255,6
43315,2
43331,3
43386,1
43464,2
43581,2
43699,7
43779,3
43816,1
44003,1
44005,1
44045,1
44049,1
44050,1
44052,1
44055,0
44317,2
44387,2
44397,2
44399,2
44488,2
44499,2
44505,2
44525,2
44533,1
44535,1
44537,1
44539,1
44541,1
44542,1
44547,1
44550,1
44552,1
44556,1
44581,0
44662,11
45057,11
45059,11
45156,0
45349,0
45449,1
45478,3
45636,2
45640,2
45782,6
45806,2
46207,1
46454,4
46509,2
46512,2
46786,0
46877,1
46903,2
47004,1
47005,1
47006,1
47144,6
47307,7
47309,7
47570,0
47571,0
47691,2
47694,2
47699,7
47732,4
47766,9
47832,1
48138,3
48276,2
48284,2
48288,2
48395,2
48424,2
48434,2
48558,0
48667,5
48705,11
48722,3
48750,3
48772,0
48867,3
48881,2
49274,0
49442,3
49448,0
49743,0
50248,2
50384,5
50389,11
50391,2
50425,0
50443,10
50582,11
50601,11
51137,5
51153,3
51293,0
51341,3
51345,3
51538,4
51649,11
51654,10
51899,2
51905,2
51909,2
51952,0
52121,2
52123,2
52180,8
52201,8
52223,8
52238,6
52316,0
52429,11
52611,11
52621,2
52652,7
52662,7
52713,0
52718,1
52903,7
52939,0
53271,8
53274,3
53541,1
54057,2
54125,0
54132,3
54136,3
54355,2
54358,2
54360,2
54368,2
54373,2
54376,2
54379,2
54382,2
54385,2
54483,2
54507,2
54908,7
54972,2
55056,9
55077,4
55087,11
55130,8
55193,0
55280,0
55418,2
55543,2
55549,2
55701,0
55806,2
55807,2
55897,4
55947,1
55949,1
56073,2
56082,2
56096,11
56257,2
56261,2
56271,2
56296,2
56298,2
56303,2
56310,2
56312,2
56326,2
56342,2
56362,9
56365,9
56375,9
56393,9
56587,9
56612,7
56615,0
56621,4
56662,2
56715,6
56725,6
56741,0
56797,3
56959,1
57061,11
57067,2
57396,2
57401,2
57405,2
57409,2
57420,2
57438,2
57445,7
57515,11
57896,1
58062,3
58064,3
58068,3
58202,2
58277,1
58322,5
58361,11
58738,4
58776,11
58788,11
58823,10
59131,1
59142,1
59459,3
59475,3
59526,3
59537,3
59541,3
59553,3
59807,1
59897,5
59969,0
60461,2
60542,0
60568,11
60901,4
61153,3
61407,3
61471,11
61618,3
61642,6
61816,7
61818,7
62017,11
62051,8
62192,2
62294,3
62748,11
62803,11
63120,8
63408,1
63429,4
63681,0
63724,11
64143,7
64156,4
64181,8
64277,2
64390,11
64692,11
64693,11
64694,11
64782,4
64792,4
64794,2
64797,2
64862,4
65356,0
65962,1
66360,1
66441,3
66443,3
66452,7
66705,2
67771,2
68410,3
68487,2
68489,2
69129,7
69259,3
69292,6
69310,3
69354,11
69624,1
70376,11
70608,2
70930,2
71005,3
71008,8
71014,8
71112,3
71116,3
71118,3
71245,0
72005,2
72035,11
72046,7
72130,3
72244,10
72537,1
72549,11
72691,0
72766,4
73326,2
73329,2
74199,2
74868,1
74925,2
75141,4
75202,4
75351,5
75365,5
75868,2
75968,2
76038,0
76204,10
76212,10
76214,10
76227,10
76337,6
76339,6
76797,7
76989,4
77141,6
77156,11
77259,10
77597,3
78156,0
78216,2
79652,2
79804,3
79922,0
80635,0
80744,0
80965,7
80969,7
80992,7
81369,7
81525,0
81883,2
81885,2
81929,2
81970,0
82365,7
82594,10
82597,10
82599,10
82622,10
82741,11
82804,11
83235,0
83484,4
83607,0
83691,3
84644,5
84661,11
84832,2
84842,2
85068,2
85070,2
85100,2
85104,2
85109,4
85119,1
85584,10
85604,0
85610,2
86204,7
86223,7
86972,3
87174,2
88028,3
88111,2
88178,2
88199,7
88466,4
88472,4
88474,4
88475,4
88555,11
88591,4
88770,0
89593,0
89631,3
91192,0
91202,0
91730,7
91732,7
91737,10
91742,6
91766,2
91774,2
91776,2
91780,2
92597,1
92993,4
93127,11
93201,11
93701,0
93949,1
94187,3
94231,6
94234,7
94236,6
94311,7
94834,2
94892,8
94952,6
94958,3
94988,8
94992,5
95113,8
95169,0
95189,9
95218,9
95295,4
95591,10
95599,10
95911,3
97051,11
98130,2
98139,2
98147,2
98309,0
98381,6
98427,11
98660,3
98805,1
98808,1
100189,7
100474,0
100601,0
100860,0
101898,5
101931,10
103033,1
103599,3
103719,7
103819,6
103830,9
103889,10
103943,8
103955,2
104446,10
104451,10
104458,10
104473,10
104475,10
104514,10
104780,0
105767,0
105792,11
106105,3
106173,7
106241,1
106257,1
106298,0
106500,10
107204,2
107207,2
107223,2
107225,2
107227,2
107257,11
108822,2
108839,2
108857,3
108930,11
108957,4
109023,11
109904,6
110367,10
110675,2
111451,3
111783,7
111828,2
111880,10
111885,10
111897,10
111915,10
111922,10
111932,10
111950,10
111973,2
112291,4
113102,11
113114,2
113543,7
114275,2
114328,2
114330,2
114332,2
114368,2
115080,4
115356,11
116112,8
116120,10
116125,9
116129,9
116152,11
117144,2
117248,4
117533,11
117570,0
117853,8
118186,2
118792,2
118796,3
119487,6
120497,8
120569,0
121164,8
121175,8
121222,11
121588,3
121844,11
122772,11
122852,11
122862,11
123378,2
124287,4
124410,10
125282,2
125296,2
125862,2
126785,2
126956,11
127313,10
127403,1
127874,2
127928,2
128389,2
129036,7
129107,7
129396,10
130471,6
130718,7
131221,0
132116,4
133081,11
133746,0
133894,11
133977,1
134629,6
134919,6
135161,2
135164,2
135167,2
135423,2
135426,2
135430,2
135432,2
135440,2
135443,2
135447,2
135449,2
135758,6
135866,11
135971,2
137519,7
138069,10
139271,0
139475,11
139674,1
139679,1
141257,1
141678,8
141838,2
141916,11
142475,2
142686,4
143028,7
143301,3
143452,0
143605,5
143629,8
143721,11
143723,11
143731,11
143734,11
143767,11
143947,11
143949,11
144030,4
144305,4
144700,4
144703,4
144704,4
144705,4
144707,4
144708,4
144715,4
144729,4
146036,0
146712,3
146807,6
148056,3
148341,0
150287,7
151303,10
151542,10
151543,10
151548,10
152459,0
153135,0
153220,1
153641,2
156169,2
156310,4
156560,2
156562,2
156982,5
157304,11
158440,11
158455,7
158623,11
158804,8
161624,2
161652,2
161683,2
161697,8
161741,2
161769,10
163133,6
163669,4
163742,0
163743,0
163906,11
165430,4
165449,0
166331,11
166413,4
166420,4
166740,7
167038,4
168630,10
169418,3
169551,4
170624,1
170865,2
170944,1
171272,2
171631,0
172268,6
172412,2
172679,2
172680,2
172683,2
172688,2
172911,5
173220,2
173246,7
173330,7
173784,4
173905,0
173981,1
175116,2
175118,2
175123,2
175130,2
175132,2
175340,0
175773,5
175799,5
175829,2
176023,2
176038,2
176042,2
176065,2
176073,2
176114,3
176848,3
177088,11
177619,10
177674,10
177929,10
178032,4
178132,0
178174,0
178513,0
179673,9
181087,0
181118,2
181838,2
182233,7
182948,2
183180,2
183660,3
183663,3
183715,6
183748,3
184058,4
184431,0
184462,0
185452,3
185574,1
186035,0
186072,11
186282,1
186463,0
186466,0
186473,3
187105,2
187127,2
187421,2
187617,11
187655,11
187675,11
187694,11
187697,11
187734,0
188339,2
188343,2
189200,0
189290,0
189528,2
189838,11
189907,10
189978,1
190294,2
190355,10
190675,2
192190,10
192206,2
192444,1
192486,1
192752,8
192874,0
195164,11
195167,11
195882,11
195936,7
196026,2
196036,2
197151,11
198037,1
198633,1
199889,1
200574,4
200613,4
201361,2
201800,8
201991,2
202082,11
202455,11
202584,6
203780,10
204894,8
204969,2
205271,4
205272,4
207245,0
207635,4
207646,4
208068,2
208072,2
208332,7
208971,3
209165,5
210138,7
210581,7
210584,5
210631,7
210645,3
210651,3
214089,9
214128,10
214132,10
214137,10
214170,9
214189,10
214276,9
214280,9
214282,9
214308,9
214365,9
214392,10
214430,6
214437,2
215344,6
215357,6
215359,6
215450,0
216413,4
217164,11
217216,4
218734,10
218743,10
218770,10
219362,1
219491,10
219506,1
219538,1
220671,0
220779,8
220872,0
221965,2
222002,0
223226,11
224238,1
224240,1
224314,2
225336,11
225386,6
225397,2
226134,1
226148,1
226859,3
227181,2
227183,2
227191,2
227225,2
227227,2
227618,11
228304,2
228698,8
229639,1
230657,2
231878,4
232080,0
233201,5
235515,11
236011,4
236025,4
236772,9
236878,1
237419,2
237431,2
237437,2
238743,7
239369,2
239383,2
240153,6
240158,6
240161,6
240208,2
240726,2
240907,11
241345,6
242266,10
242978,6
243058,2
243516,0
243707,7
245037,2
245059,2
247414,11
247536,2
247584,1
247602,1
248134,5
248453,11
248898,10
249411,11
249510,11
249574,11
252294,10
252607,1
253714,4
254007,11
254361,9
254364,9
254445,2
254527,2
254538,2
254651,2
254656,2
259245,1
260994,8
262437,10
262675,0
263139,1
264009,8
265359,10
265382,10
266359,2
268443,11
270536,7
270857,4
271502,6
272229,4
273758,0
273927,11
280676,11
283033,6
283833,10
286192,0
286486,1
286536,5
286705,11
287110,10
287191,10
288057,2
288079,2
288081,2
288227,4
288388,4
289280,9
289381,7
290671,11
291818,5
292396,1
295699,11
295984,11
300110,4
300275,0
300305,7
300855,10
302526,2
303412,4
304458,6
305494,11
305546,1
307456,0
307506,0
307971,8
309973,4
314294,3
315555,1
315556,1
319553,0
319798,9
320016,9
320033,9
320076,9
320089,9
320381,7
321190,1
321397,2
323311,1
325166,3
325642,11
326431,7
326956,10
327682,5
329933,2
331299,10
332383,11
335394,2
337687,3
337730,3
337736,3
337963,3
338152,3
338558,2
339868,8
341122,5
341340,11
343581,1
345571,11
347358,11
355586,11
357261,0
358403,0
360223,2
361643,5
365332,8
366186,10
366453,2
369122,4
369248,4
369638,5
370604,11
371915,2
372321,2
375763,7
379583,3
379584,3
381880,2
382314,2
385256,8
392815,3
393392,10
398144,4
409350,1
411962,9
414732,1
414810,1
414873,1
415027,2
417944,7
418107,0
419707,10
421220,4
421297,4
421423,4
423606,3
424555,0
424574,0
425642,2
426455,0
428445,6
432408,5
433377,2
433404,6
435137,7
435335,2
435418,0
436492,2
437487,10
437492,11
442324,10
446045,1
447134,3
449593,2
449632,0
453332,4
454363,4
454922,4
456387,2
456437,2
457750,0
458189,2
461237,2
461238,2
461243,2
461281,0
464722,9
464929,11
466726,11
467773,10
468821,1
474492,1
474497,1
474711,1
475327,10
476763,11
478634,2
482536,3
483938,11
484232,11
486473,8
488720,4
495161,2
495549,5
504564,1
518105,1
520877,10
521259,2
522835,10
522847,10
523929,11
523952,11
524581,11
525812,10
527826,8
538957,10
542827,3
545366,10
545632,1
548218,11
551347,0
555263,2
559695,1
569039,1
569045,1
571337,2
571339,2
571889,2
572704,10
572799,10
572808,10
572825,10
572852,10
574057,1
581513,10
581588,10
587050,7
589840,2
591932,3
596672,10
600669,0
604375,4
611780,3
613194,1
626377,2
626426,2
631388,11
632600,2
641818,5
651667,8
654580,0
655084,10
655692,10
670600,1
680682,10
681191,2
687068,10
687116,10
687147,10
687454,3
689302,9
691632,10
691650,10
693966,11
695183,9
696214,0
702716,10
704699,10
704816,10
708062,9
710235,4
720585,2
721162,10
721813,0
722672,10
723807,3
748365,5
795339,0
797373,4
862507,3
862508,3
862510,3
868094,0
870536,2
882791,9
909696,6
909700,6
925459,2
931556,11
934914,10
934939,10
936348,3
938225,9
938237,9
943732,10
946290,9
948952,3
979198,2
980083,0
981070,0
984836,7
987448,9
988055,9
988063,9
988070,9
988080,9
988105,9
988123,9
990952,7
997550,9
1036719,0
1047167,0
1049657,11
1070158,6
1096076,1
1101094,10
1101105,9
1101109,10
1118747,2
1126400,4
1129544,0
1129741,2
1137846,2
1141640,3
1141645,3
1147766,7
1159320,4
1165752,1
1206794,0
1226614,1
1233215,2
1234260,0
1261333,11
1262320,1
1271741,10
1286322,0
1291242,11
1294636,2
1315722,7
1328069,3
1329799,2
1338369,0
1346170,0
1351751,0
1352769,2
1365756,7
1368975,10
1387125,11
1394723,0
1410436,11
1423825,0
1430964,9
1448052,0
1462606,0
1469640,8
1489911,7
1491576,0
1502711,0
1517830,2
1532884,3
1535443,11
1549675,2
1569766,11
1577619,1
1577622,1
1588157,1
1594452,10
1606679,5
1608913,10
1612336,0
1648029,0
1648038,0
1662592,11
1666817,10
1766907,2
1803640,0
1812035,3
1821620,10
1844587,0
1849765,8
1854010,2
1862150,2
1868481,3
1873447,0
1884637,0
1891343,11
1897064,0
1907176,3
1914394,2
1918220,1
1918309,1
1925018,5
1929280,1
1933192,0
1948885,2
1960649,3
1961833,2
1962787,11
1963761,3
1965096,3
1977159,2
1977170,2
1983281,11
1985927,11
1987567,0
1987911,1
2015172,4
2041963,11
2045281,3
2056899,1
2057181,3
2058187,0
2058189,0
2058951,0
2060084,0
2069291,11
2071345,2
2072689,0
2100445,11
2100816,3
2182372,3
2233715,10
2448183,4
2478891,2
2485303,2
2492374,9
2492674,0
2499238,0
2502001,2
2510329,3
2585817,2
2585819,2
2585821,2
2594176,0
2603175,10
2605435,0
2611352,0
2613844,0
2614578,2
2619774,7
2621658,0
2623939,7
2628534,11
2630091,3
2639990,6
2649731,7
2652132,11
2653789,3
2654887,11
2696672,2
2698737,0
2705177,4
2707338,0
2714348,1
2720870,0
2720871,0
2720872,0
2736678,3
2743711,5
2752537,0
2776189,3
2777061,0
2782170,3
2784189,11
2795540,10
2819877,2
2821307,2
2821309,2
2821313,2
2841271,2
2854840,10
2897311,0
2902005,3
2946836,0
2948762,0
2950611,4
1300,0
2878,0
3042,0
3043,0
3065,0
3086,0
3142,0
3146,0
3216,0
3245,0
3256,0
3309,0
3337,0
3487,0
3503,0
3647,0
3700,0
3846,0
4004,0
4038,0
4335,0
4401,0
4429,0
4546,0
4637,0
4677,0
4764,0
4777,0
4782,0
4806,0
4893,0
4894,0
5020,0
5021,0
5094,0
5103,0
5148,0
5152,0
5189,0
5206,0
5215,0
5227,0
5259,0
5262,0
5268,0
5317,0
5332,0
5339,0
5351,0
5455,0
5506,0
5598,0
5765,0
5799,0
5809,0
5820,0
6080,0
6094,0
6103,0
6126,0
6196,0
6222,0
6246,0
6250,0
6296,0
6315,0
6332,0
6378,0
6407,0
6451,0
6462,0
6498,0
6524,0
6553,0
6563,0
6566,0
6581,0
6592,0
6602,0
6606,0
6608,0
6647,0
6685,11
6739,11
6745,11
6764,11
6775,11
6846,0
6856,0
6894,0
6933,0
6964,11
7059,11
7062,11
7089,10
7150,1
7157,1
7158,1
7184,1
7199,1
7212,1
7292,1
7298,1
7354,1
7369,1
7384,1
7393,1
7439,4
7482,4
7489,4
7496,0
7592,8
7600,8
7675,8
7676,8
7683,8
7687,8
7711,0
7717,8
7736,8
7746,8
7776,0
7790,8
7826,8
7839,8
7844,8
7865,8
7880,8
7915,7
7930,7
7934,7
7948,5
7952,5
7986,5
7996,5
7999,5
8008,7
8045,7
8071,6
8088,7
8092,6
8157,7
8162,6
8169,6
8180,6
8184,7
8202,6
8206,6
8214,6
8247,6
8256,7
8287,0
8289,7
8294,8
8310,8
8382,8
