node, chunk, filesize
210143,6,481380356
210632,2,598913304
210647,5,4290334
210652,5,1331262
210855,2,786005461
211228,7,148265224
211598,4,60010301
211916,4,37636885
211967,4,85261976
214171,1,612678754
214277,1,526562143
214431,2,504546834
214438,4,53825485
214486,2,686166347
214514,5,17861410
214812,2,354263193
215358,2,488697693
215465,0,30324902
216125,0,862822690
216574,4,31400814
217165,8,456880
217217,7,183082515
217443,7,193202976
217634,8,774398134
218760,1,654316202
219539,3,407228961
219545,5,652549313
219594,4,134892437
219595,4,34043461
219809,7,435666328
219812,7,142604413
219896,6,1181480854
220873,0,27476333
221966,4,55980846
222816,7,130665663
223228,8,202349880
223781,4,128376719
224129,8,419940325
224669,4,81042174
225387,2,239248823
225398,4,48455796
225400,5,0
226149,3,866068865
226151,3,1729883114
227169,4,65581558
227182,4,46210144
227184,4,44326910
227192,4,50296738
227226,4,40319291
227228,4,47715620
227532,1,601384275
227619,8,79538425
228250,2,336961791
228252,2,369767597
228297,0,11772857
230833,5,8164326
230844,5,182131382
233158,8,418072706
234690,5,17422187
235516,8,121126434
235915,5,160301987
236788,1,240631709
236850,3,954535525
236851,3,795092828
237420,4,59222457
237433,4,67530792
237438,4,65049355
238572,1,994407836
239371,4,66047724
239386,4,61205117
240154,2,317278500
240159,2,805484602
240162,2,128573012
240163,2,146499426
240201,4,48319365
240206,4,29126212
240209,4,39867645
240729,4,92129546
240832,2,234428573
240869,3,498517846
241271,2,448940200
241346,2,279745686
241437,4,716065620
241442,5,425172093
241585,4,69868719
241587,4,87897202
242068,5,1433009880
242159,6,25285936
242267,1,566676712
243059,4,48513434
243314,4,61224543
243708,2,195679613
243888,4,38917047
243955,8,0
244254,3,113523847
244447,2,113106976
244518,2,493960215
245042,4,85649628
246437,5,10183914
246452,7,811264637
247415,8,1111249978
247671,4,9472723
248309,1,33632451
248310,1,433277583
248311,1,53127344
248312,1,57486460
248313,1,28519896
248314,1,29580263
248454,8,991207104
249251,1,46027874
251359,4,429229283
252295,8,530832435
252483,8,109375832
252671,0,2774036
252798,4,52248472
253017,6,1425184436
253715,7,265298656
254363,1,402833911
254446,4,69517306
254448,4,51691372
254528,4,47717469
254539,4,43413706
254552,4,46977754
254557,4,59840797
254575,4,46242500
254652,4,61309324
256136,0,569554
256693,4,67873054
257627,6,293634752
257759,8,2109227460
257818,4,76458476
257879,5,207870552
258930,5,21612098
259920,0,471026861
260615,4,864402289
260767,5,1329610193
260995,5,735770100
261741,5,315379884
261815,7,312456903
262131,4,49442589
263140,3,186484127
263933,8,860889635
265386,1,954472170
265454,1,26236988
265458,3,136764988
265632,4,54559448
266360,4,45057441
268709,1,1532272419
269057,2,343841384
269412,4,76054210
270466,1,552775868
270525,7,151672360
270528,7,176448218
270529,7,377016907
270537,2,701481865
271503,2,398723667
272121,5,120275991
272628,1,725897490
273407,3,737347514
273409,3,801412502
273748,8,677956
273928,8,536847716
274613,8,1037966152
274622,4,312705769
278164,5,777231558
278856,1,159458460
279965,4,33057945
279966,4,59430409
282391,1,499931277
283035,2,759932821
283848,1,578225492
283855,1,609146646
286419,5,133115116
286706,8,520162775
287016,4,57356710
287197,8,539068006
287375,8,617818106
290523,2,287105137
291302,5,133506705
291688,1,740377606
291819,5,744178749
292152,7,124167636
292154,7,153623352
292155,7,175138973
292159,7,153011590
292309,8,653890311
292402,3,29245954
293821,2,612800178
295700,8,1237299915
296741,4,151393356
297284,5,213392860
297711,4,148385227
298831,4,62330692
299123,4,52270113
300111,7,572074390
300306,2,1334130906
300413,2,492536197
300877,5,187153535
301037,8,629489063
302047,2,123993197
302098,5,8351582
302527,4,37184726
303304,4,242953772
303518,2,204092998
304459,2,558031039
307491,8,250388761
307492,8,174487534
307507,6,921281
307658,7,655780455
307955,5,590640589
307959,5,686979427
307972,0,865166
308060,4,47100450
309970,7,132116191
310279,7,453978476
310282,7,426574641
310352,5,327137497
310571,2,494104578
310712,5,224966691
310713,5,10760990
310714,5,7346060
310752,5,180572786
310794,1,237239881
310795,1,154374713
310899,0,25376854
310915,5,292352908
311356,4,71376349
311401,4,82530323
311790,5,452752
311874,7,796125151
311890,4,57127436
311895,4,62748932
311897,4,50832300
311901,4,58379517
312124,4,54935187
312236,3,512308437
313498,0,783854799
314146,5,8270225
314147,5,194318
314293,5,16354784
314295,5,3965244
315492,2,156476326
315563,3,23383589
315576,3,38737449
320037,1,1544297185
321084,4,53611353
321398,4,34841125
321403,2,569300170
322563,2,958012411
322582,4,71215636
323312,3,1226052588
323313,3,1080862211
323379,5,4233018
325343,4,47808940
325643,8,811091449
326083,5,8284654
326594,7,24271826
327003,5,477169425
328815,4,247658723
329620,5,3105388
330464,5,15899316
331036,5,195322367
331333,1,702518640
331713,7,279141494
332384,8,104768950
333673,4,470173703
334116,1,182085094
334908,2,522159695
335091,4,52289916
335395,4,442138045
335469,1,511303927
336983,5,173831344
337173,4,66251938
337444,4,67458308
337641,5,775416054
337687,5,1781844
338503,6,690901236
339999,5,145000199
340076,5,7993446
342381,4,59598590
343691,3,1153473177
345155,4,285945001
345164,4,30635395
345258,4,163592618
345573,4,55695174
346610,7,44338757
346838,8,562859685
347359,8,490806893
348688,8,909390136
351381,7,584264131
354439,8,234071882
355587,8,288438163
355685,4,530415662
356393,0,3654930
357074,4,59288355
358128,5,196541738
359927,3,76735969
360224,4,70436976
361644,5,1221217503
362091,7,601534984
363769,4,68509918
364589,4,114816821
365059,5,468434144
366454,4,44049532
367368,4,358577189
367763,0,628116
369605,4,52416564
369639,5,837965110
370040,2,761704255
370605,8,1080282994
371907,4,167740444
371916,4,194382713
371919,4,87312862
372326,4,55892019
373995,5,525307818
374264,3,711120449
374458,8,198020988
375764,2,1130831211
375939,8,674984377
375941,6,1027548
376895,2,430446627
376911,5,535019
376913,5,47964049
379532,5,10449846
381031,4,54941774
381198,4,36802028
381881,4,91839814
382315,4,67935022
386614,0,598084844
390379,2,771520858
391180,5,171295910
391341,4,480889232
395515,7,119228635
395520,7,218461594
395565,7,101959483
395577,7,82036144
396416,7,110175594
396775,2,620414982
400187,1,54862
405009,1,428592407
407821,8,720142
409849,2,176099239
411798,7,253638264
411963,1,1507019208
414846,3,1359274745
414876,3,1204256966
415028,4,116456796
415978,5,343361309
417921,2,344232693
419612,5,5258298
419690,4,65677278
421273,7,114728472
422203,5,685468891
423510,1,488270854
424585,5,135655507
425635,4,98842400
425643,4,52750113
428466,5,1642805527
432164,2,105068180
433405,2,256874010
433684,2,373310920
433685,2,484745494
435138,2,262149207
435218,2,417404850
437484,8,8553951
437488,1,1035632443
437493,8,769192889
438506,8,766034848
439324,5,165465892
439328,5,151643235
439704,4,233843983
441047,1,51516074
441215,5,157216317
441366,2,1101654445
441696,4,55616104
441894,4,28857100
441921,7,578206932
441929,7,172615675
443853,7,159947886
444401,7,669564638
445787,5,897720944
447135,5,269293689
447833,1,752759349
448029,2,739355925
449367,4,49779272
449384,4,71733397
449594,4,57900763
450177,4,41985386
451385,4,42942558
452646,5,131766939
452695,7,274134387
454923,7,935123896
456388,4,67784544
456900,7,352435285
458187,4,60304244
458190,4,41127607
458196,4,46147009
460826,7,224448835
461220,4,50497019
461239,4,51675360
461245,4,56420757
462259,3,67363267
463165,4,47462835
466727,8,176909883
467030,4,112321519
467774,1,621159598
468512,4,50868518
468822,3,612335193
469796,5,209322061
470939,8,629643314
471704,7,587470474
471713,4,45759221
472368,6,2529399306
473156,8,58897778
473952,7,199199966
473964,4,35914704
478635,4,141916077
481813,4,139943906
482537,5,23424444
483260,8,396213452
483950,8,749185259
486640,7,582561098
488313,4,367978686
491861,5,332053351
493209,7,315559174
494514,5,7793374
495162,4,69067624
495550,5,683925493
499227,3,60511719
500656,7,311184626
506608,8,326082885
507594,4,35363472
516756,7,258307336
519845,4,651243527
520822,7,304199436
520884,1,262749707
522836,1,1170126021
522848,1,394612254
527827,4,514233544
531929,7,667699957
535359,7,185053574
538958,8,321478105
543379,7,354918321
544895,1,31139052
545262,4,74138841
547948,4,387772051
548553,8,399392849
552050,8,260161579
555264,4,131357932
559131,8,987668547
559696,3,376504632
561572,7,126590470
564181,5,221575059
568069,3,53044845
569040,3,685720518
569046,3,858419892
571890,4,55346040
573617,1,5663130
576317,3,1305096275
577407,8,130195619
586833,2,1179846801
589841,4,55251328
591002,7,185223239
591936,5,9643150
594049,3,239499729
596942,3,585659287
597209,7,148511573
597456,7,224468562
600709,7,182649109
601510,7,292206404
602585,7,179441288
602633,7,287328632
602636,7,185835543
602682,7,236946780
602698,7,233262504
609295,7,234933690
610380,7,703557836
613196,3,1015686099
613905,7,1225736221
614051,4,64032933
614101,8,854947786
614211,8,859593249
623740,5,511186939
623744,5,545555357
625136,7,496770236
626378,4,48690792
627230,0,599636
628798,7,143397032
629358,8,625761899
629360,8,718933230
631328,3,1732397878
644661,1,336210372
649802,4,223659172
650015,4,274885965
653684,3,1375501688
658922,4,113783033
662956,8,1005757814
667144,4,93767990
667154,4,72290273
667186,4,42999570
670337,4,74126580
670352,4,201736956
670355,4,56239482
670356,4,51407553
670595,3,1288881838
680683,1,270171863
681192,4,351920475
684658,7,399083531
685728,0,312997626
686327,0,1294146
686820,7,99412941
687455,5,300156883
688445,1,607588798
689058,1,1435559209
690910,1,368725552
691633,1,421914834
691651,1,97746407
692089,8,1119909623
693967,8,431693210
702717,8,584530697
703304,0,1186051059
708063,1,412323191
714620,7,495062864
720584,4,51719189
720586,4,49236660
721137,1,385923419
721163,1,432174169
722662,1,533801274
722673,1,493953392
742174,8,149801536
743375,7,122344450
748215,8,586113469
748366,5,1320610808
753189,1,1439141119
753202,1,1427362001
753204,1,387407084
753214,8,622582233
753216,1,1522826128
758706,8,865744317
765876,8,4407203
767470,8,867785710
797021,4,90494726
797374,7,73903561
861768,2,1344620043
863708,7,66756287
874455,1,495879307
874463,4,46992291
875880,1,1134810832
875881,1,553460466
875883,1,713944778
875884,1,1002582097
875885,1,605676627
876063,1,481460419
876679,5,19379928
878968,8,1033470057
880429,0,1274632465
881300,5,313250554
881891,7,328392926
882753,2,331635635
884340,1,5382498
884341,1,4911447
884342,1,49388973
885580,5,10525674
886794,4,53961612
889801,4,55662033
904206,4,394533403
909773,7,448192349
909778,7,272697724
909788,7,234569657
928822,3,419994821
931557,8,731550331
932028,4,59720956
932674,4,33937255
933632,4,412454829
934813,1,299638029
934828,1,543788265
934829,1,626068851
934839,1,294169448
934840,1,710851464
934876,1,409576410
934882,1,556536153
934915,1,352470398
934940,1,538912285
935657,7,286330574
938171,1,280887279
938226,1,546590730
938238,1,411699542
938393,2,609803835
941984,2,838431561
946358,2,705963757
979223,4,46869837
980415,0,534830191
987013,1,845057575
987419,1,727042601
987424,1,925838826
987431,1,1040697352
987449,1,299339902
987859,1,436577897
987866,1,574932735
987872,1,800625132
987877,1,378591964
987893,1,488226947
987895,1,448815397
987902,1,637827191
987925,1,720125965
987935,1,569330941
987943,1,1089889574
987953,1,444216441
987977,1,522517004
987983,1,579153265
987985,1,2028832165
987995,1,514413192
988018,1,158533262
988019,1,216600119
988025,1,602587335
988041,1,1433950821
988049,1,2254110299
988056,1,458526542
988071,1,1787782427
988081,1,1133381468
988106,1,771718569
988125,1,721354234
988174,1,772564477
989769,8,714094951
990972,2,613342
997540,1,813904774
997545,1,951668287
997551,1,923152992
998830,1,82256588
1010633,6,681032369
1026970,5,26740050
1027985,5,119910814
1041015,3,273573117
1041416,5,25463968
1047088,5,449648586
1049336,8,317670324
1086592,7,100606234
1088058,5,162319861
1088131,5,206195296
1094192,4,149704239
1096077,3,1339894455
1100915,8,1209182108
1100916,8,2362189772
1100963,8,1123324753
1101027,8,861765508
1101063,8,630379684
1101072,8,1489998086
1101095,1,777552945
1101106,1,750076618
1101110,1,410337365
1108569,8,296021516
1109041,4,62141582
1109111,1,5334538
1116483,1,36822496
1118519,4,42787270
1118524,4,49597087
1118560,4,45700307
1118748,4,46732681
1118817,4,48828679
1124515,3,449207038
1124558,3,1323590744
1126389,7,282621675
1132045,8,775104556
1142201,5,1237534203
1155016,8,221352398
1160851,4,62378832
1160894,4,55367716
1167272,7,483260778
1172129,7,344393730
1187130,4,51694262
1190790,7,530310724
1190802,7,730066591
1194336,5,329976477
1195655,8,723346
1196302,4,172219711
1203425,2,398066519
1206372,3,597882951
1207006,1,39386761
1207007,1,43089474
1210411,0,1162596989
1210413,0,1289097271
1218281,8,1535386440
1218682,4,73914870
1219171,3,2002390917
1220523,4,43746830
1221322,2,737691032
1226616,3,1281528009
1230840,5,236670714
1234261,0,421458
1234273,5,477636133
1240228,4,184351072
1248972,8,38510563
1250792,2,1341865730
1262321,3,828661510
1266490,3,959534684
1270216,8,103382633
1271742,8,470708568
1275487,4,373618100
1291243,8,304129020
1291435,6,1507048016
1295211,8,127592081
1323832,4,36858998
1328070,5,175012343
1333648,2,376198218
1337163,1,1003684747
1347786,4,45103197
1352479,3,952362388
1352481,3,86672144
1352770,4,57511570
1365757,2,237806855
1371681,1,864925842
1373157,1,1030594035
1381582,4,47462427
1387126,8,102971261
1390362,0,55996070
1411666,7,443602411
1415580,5,732522601
1419289,7,333689059
1419345,4,62277321
1437010,5,11009582
1437190,7,433969678
1437191,7,289673151
1453894,5,37892462
1463675,4,38914766
1463973,4,64085152
1477025,8,502649248
1485138,4,748589487
1486046,3,895433312
1492673,6,568255931
1496133,5,156983534
1497538,5,9626774
1497555,4,340205063
1501341,1,31747021
1507135,7,338906774
1511221,8,948048466
1518534,3,309969281
1519100,8,66314146
1530245,1,752441412
1534307,5,295480747
1535445,8,888530775
1549196,4,62569488
1553677,8,1485752898
1559960,8,75625068
1560151,8,276223998
1564486,4,57841644
1566151,4,135869915
1569773,8,231230595
1572043,5,831238923
1572519,3,826230767
1577614,3,180933935
1577615,3,127846196
1577616,3,134792269
1577617,3,244463588
1577620,3,32195039
1577623,3,254815434
1577624,3,144122557
1579337,4,327770
1582032,3,72383912
1582913,5,798508933
1588158,3,340442022
1594222,8,567287240
1594226,1,1402669771
1594250,1,977919600
1594315,8,2248642913
1594321,1,496609729
1594354,8,465834646
1594453,1,1130017756
1594786,5,661899424
1604048,4,59941256
1606681,5,738282584
1608454,5,745747088
1608482,5,147288847
1608915,1,51191488
1608916,1,57849550
1608923,1,0
1608924,1,38820060
1629725,8,482622201
1661398,8,236902938
1666818,1,311858359
1667466,7,369604374
1676925,5,219920964
1717472,3,56770136
1747188,2,341728735
1756245,1,66820410
1756246,1,40639186
1758121,4,28797477
1765738,8,150915150
1778380,2,294590780
1825980,4,529972832
1840514,8,14303459
1841481,2,157126728
1857951,1,789971792
1857961,1,642372629
1868482,5,358706229
1869276,7,77686772
1869501,8,902756374
1869985,8,822749531
1870430,1,585363392
1870435,8,1176406756
1870436,8,1408114943
1871131,3,80655326
1875375,8,132850859
1882922,1,178952738
1891344,8,289003783
1897488,8,585979412
1906353,5,123542186
1918221,3,978809069
1918310,3,603301996
1922239,7,708357615
1948886,4,43650854
1961834,4,48281671
1962788,8,207802240
1963758,5,0
1973248,5,14757090
1977171,4,38958791
1977532,8,286408617
1982067,5,409267714
1983282,8,719524769
2004999,7,273369876
2006714,7,311915652
2006715,7,374886968
2010996,1,326305096
2010997,1,361977001
2014036,8,538064061
2015173,7,245862871
2024865,7,206728962
2026947,6,6770040
2038154,8,778818448
2052820,4,104491077
2065413,8,587290593
2069292,8,706219660
2069564,5,1856718
2162900,5,153456483
2164160,7,159112004
2201626,1,341901629
2249760,7,376315626
2282171,5,187290081
2291877,0,174877678
2302820,7,718616868
2303995,5,268298883
2340998,5,212913952
2448451,7,142258530
2478892,4,82511792
2485327,4,67380119
2487776,8,282448499
2489341,4,73437795
2492375,1,763574932
2493646,0,11064799
2494418,3,131735461
2495015,7,158364812
2495085,7,412588880
2495127,7,417291041
2495534,4,59288904
2498840,4,160413324
2499240,2,1083337061
2508170,5,158336820
2518271,4,66855955
2518323,2,308327042
2529409,4,36335818
2546036,2,935457381
2558925,1,192719577
2561016,8,1878515997
2562068,7,112502376
2581075,8,25635649
2583312,5,15128220
2583951,8,13499294
2583954,8,40416485
2584527,8,60357437
2584528,8,16960428
2585810,4,61203122
2585812,4,57755261
2585813,4,37491812
2585814,4,31675963
2585815,4,102612847
2585816,4,50785484
2585818,4,52774710
2585820,4,68507488
2585822,4,41274400
2587831,4,492403683
2589376,0,1069695967
2593467,4,95046217
2654888,8,501180942
2663927,3,614136277
2663966,8,201202591
2668079,4,85784692
2691554,2,449385547
2705178,7,553386920
2714349,3,606661040
2715852,5,174462447
2717088,4,56493538
2723871,4,36514836
2740528,5,189294679
2741128,3,209442845
2743709,5,338727
2767082,4,308978982
2795564,1,1023295376
2795567,1,274712698
2795671,3,943468093
2795680,7,635069206
2795693,1,244929282
2796247,5,142874626
2817044,7,809969452
2822343,7,701808395
2829445,3,1009717355
2830794,0,67959898
2871759,2,365353448
2879419,8,101665796
2893758,4,601348538
2916761,4,440752058
2917703,4,487501248
2918886,5,247696404
2919650,5,564137703
2920201,5,1066472433
2920202,5,542700037
1358,0,10504
2850,0,1067736
2880,0,1626448
2903,0,413744
3052,6,1117528
3067,6,2211216
3072,6,8904
3077,6,71544
3193,6,16824
3218,6,1200320
3258,6,13064
3261,6,2272
3311,6,1944
3325,6,1384
3329,6,7887848
3330,6,38824
3347,6,44832
3349,6,40696
3350,6,11856
3352,6,967496
3562,6,3288
3641,6,3912264
3649,6,1872480
3661,6,3144
3663,6,2808
3694,6,7472824
3701,6,11655480
3710,6,1416
3719,6,49856
3749,6,52504
3767,6,59784
3821,6,71376
3827,6,1656512
3877,6,21768
3879,6,62240
3885,6,39600
3888,6,332664
3899,6,216672
3904,6,1480
3906,6,20112
3908,6,1832
3988,6,4272448
4006,6,1615376
4070,6,1512
4081,6,772744
4083,6,37488
4084,6,76048
4087,6,14904
4096,6,5966896
4097,6,276392
4098,6,60536
4100,6,124912
4101,6,86016
4102,6,70536
4107,6,3968
4111,6,9800
4113,6,9967336
4120,6,73832
4121,6,120752
4151,6,78384
4155,6,57816
4403,6,2208
4432,6,4108176
4485,6,1720
4486,6,4448
4491,6,1472
4498,6,60640
4519,6,4816
4532,6,77592
4547,6,1904
4550,6,127520
4555,6,3538792
4558,6,26266288
4565,6,2427720
4567,6,314664
4568,6,2084032
4571,6,12632
4572,6,7120
4573,6,23904
4575,6,34328
4576,6,117912
4577,6,21939784
4586,6,7208
4679,6,21672
4689,6,70160
4691,6,35720
4751,0,44768
4754,0,20968
4784,0,305912
4785,0,138152
4787,0,12448152
4792,0,522152
4837,0,64152
4876,0,95632
4896,0,74160
4911,0,44872
4914,0,26952
4931,0,46184
4932,0,260360
4934,0,44576
4952,0,189728
4959,0,83528
5016,0,664280
5022,0,58984
5028,0,47024
5037,0,121376
5059,0,58480
5062,0,578832
5105,0,28400
5116,0,28504
5141,0,123168
5180,0,210648
5191,0,17616
5207,0,102016
5217,0,806568
5270,0,85936
5272,0,221016
5297,0,3190016
5315,0,90296
5322,0,46688
5334,0,2248072
5341,0,38872
5346,0,1640480
5476,0,330192
5478,0,44824
5499,0,52336
5500,0,35512
5507,0,1839696
5535,0,119552
5599,0,46616
5656,0,104624
5658,0,61216
5661,0,1376
5664,0,9096
5666,0,1720
5667,0,1712
5671,0,1744
5690,0,9008
5691,0,150128
5693,0,188416
5699,0,1392
5710,0,6352
5722,0,3008072
5738,0,33232
5741,0,65776
5755,0,660664
5757,0,14224
5758,0,4808
5759,0,129856
5762,0,417416
5786,0,423816
5811,0,36208
5833,0,44360
5875,0,4984
5888,0,14720
5911,0,99112
5936,0,53848
5944,0,34448
6073,0,43192
6087,0,22356776
6131,0,51280
6162,0,48808
6182,0,31368
6183,0,830016
6192,0,992
6231,8,9768
6233,8,71776
6238,8,2221896
6252,8,107752
6279,8,149304
6282,8,2376
6293,8,39728
6303,8,3456
6304,8,8488
6305,8,303008
6306,8,117392
6319,8,8728
6326,8,208984
6334,8,108696
6412,0,5558472
6500,0,1227152
6526,0,46760
6584,0,2184
6604,0,38328
6610,0,2224
6615,0,6592
6656,0,2000
6669,8,5950400
6689,8,3056352
6728,8,16848
6747,8,2648
6769,8,3632
6896,8,29592
6935,8,1928
6941,8,28904
6943,8,13688
6945,8,1073448
7010,8,4416
7014,8,2856
7019,8,1344
7077,8,1136
7088,0,4656
7090,1,21672
7123,1,10040
7127,1,46008
7151,3,8736
7154,3,16024
7164,3,5262304
7175,3,240624
7186,3,37744
7209,8,38520
7216,3,14280
7221,3,7424
7253,3,28224
7264,3,102248
7269,3,3928
7293,3,10320
7420,7,2592
7432,7,848
7574,0,1832
7654,0,153360
7656,0,1984
7664,0,8896
7668,0,6962624
7671,0,952
7685,0,3128
7719,0,1092864
7739,0,7498752
7741,0,61040
7778,0,2368
7797,0,3704
7883,5,13504
7895,5,3320
7896,5,7088
7897,5,8933680
7937,5,32496
7953,5,15096
7959,5,1672
8006,2,7688
8020,2,1816
8036,2,1016
8060,2,1624
8079,2,4208
8113,2,2188136
8130,2,1904
8262,2,13072
8313,5,2600
8316,5,1776
8324,5,7408
8325,5,520
8353,5,43656
8360,5,4000
8400,5,2888
8404,5,12968
8406,5,2016
8464,4,1704
8492,4,22864
8493,4,1410584
8500,4,59160
8509,4,1648
8527,4,26080
8584,4,5288
8704,4,31568
8720,4,42072
8782,4,90360
8825,4,5768
8879,4,20592
8953,4,1392
8976,4,9104
9030,4,1422600
9126,4,431008
9182,4,6144
9257,5,1212344
9261,5,27072
9265,5,1380640
9267,5,53296
9312,5,22280
9314,5,27144
9321,5,400
9349,5,744
9360,5,19648
9368,5,24648
9373,5,2104
9378,5,6184
9379,5,1416
9395,5,4936
9456,5,14520
9498,5,2304
9527,5,1044976
9528,5,51608
9556,5,59136
9577,5,741688
9608,5,99848
9611,5,283504
9665,5,1560
9681,5,7528
9682,5,59728
9683,5,1648
9717,5,1592
9721,5,11920
9726,5,126576
9774,5,5608
9780,5,23232
9789,5,11960
9845,5,95592
9887,5,6456
9895,5,67120
9984,5,60528
9996,5,2568
10013,5,1480
10016,5,1896
10033,5,4952
10035,5,6808
10040,5,20008
10043,5,7184
10046,5,1840
10127,5,1632
10140,5,1320
10144,5,5432
10228,0,56168
11786,0,4608
13068,8,38496
13093,0,41144
13106,2,6968
13123,1,96248
13615,5,2168912
13642,0,364296
13684,0,14896
13818,6,56416
13894,6,4584
15565,6,14096
19768,6,1976
27291,0,174080
27335,0,87688
27350,0,2112176
27455,3,5104
27468,3,5208
27670,5,21904
27672,5,13648
27695,5,7192
27714,5,2392
28015,0,12744
28564,0,68904
28583,0,396720
28756,2,4184
28985,0,40216
29001,0,16784
29196,0,5496
29753,6,148896
29760,6,10666016
29850,0,61936
29883,0,2529560
29910,0,32776
30017,3,7440
30030,3,11456
30031,3,4056
30034,3,10720
30040,3,2328
30459,4,5552
30559,5,3424
30648,5,3808
31032,2,1361000
31220,0,63240
31234,8,637120
31276,0,2757992
32264,8,565992
32335,3,22240
32503,2,2736
32561,4,66552
32599,0,12752
33085,0,395976
33090,6,42216
33119,6,113928
33178,0,43616
33392,0,10136
33614,4,1920
33630,0,61448
33634,0,50000
33653,0,152504
33682,0,25016
34305,6,282360
34316,6,3301312
34358,0,125800
34373,0,10904872
34506,8,158176
34590,0,2576
34638,8,218608
34649,8,1059472
34740,1,2776856
34765,0,5830440
34815,2,2304
34899,5,16880
34915,4,2702984
35024,4,5288
35127,0,773096
35128,0,233232
35497,5,90984
35883,6,57648
35925,6,3888
36044,0,50992
36080,0,16208
36090,8,2992
36091,8,1744
36094,0,5256
36174,7,2632
36175,7,2672
36183,2,1288
36188,2,71256
36318,5,1768
36331,0,41568
36630,0,24976
36914,0,306968
37163,0,19248
37319,0,104856
37346,2,1904
37347,5,917416
37349,5,51912
37611,4,2259400
37621,8,19696
37630,8,2944
37657,6,2472
37679,6,1016
37690,6,98312
37737,5,12448
37862,8,10264
38033,0,153880
38600,5,16536
38625,5,63408
38762,5,19936
39416,0,1570688
39640,0,30464
40145,0,83352
40284,0,1696
40285,0,1704
40410,0,343656
40559,0,273240
40930,8,3000
41364,8,24152
41653,6,1304
41668,0,35304
42064,6,13304
42155,8,2608
42345,6,618456
42373,0,14792
42374,0,123744
44056,0,146872
44271,0,1728
44415,0,27456
44689,0,659944
45350,0,53664
46015,0,53456
46208,3,10424
46455,7,13432
46514,0,67040
46681,0,63944
46790,3,5536
46791,3,5464
46793,3,3944
47010,3,62232
47247,6,340680
47413,3,2208
47672,0,11328
47765,6,7880
50225,6,120136
50346,6,6736
50451,6,59712
50514,6,292976
51029,8,100432
51314,0,15512
51315,0,30936
51511,0,4426632
51543,7,2832
51750,4,52880
51953,6,2840
52807,5,2152
52824,6,2648
55270,0,428608
55890,6,63992
56958,3,10560
56960,3,10344
57577,6,73208
57918,6,6088520
58055,5,1464
58362,8,10344
58777,8,15056
58933,6,6688
59643,8,13592
59728,4,733208
59747,8,17384
59808,3,2864
59970,6,2272
61378,5,1648
61408,5,1624
61605,0,15000
62043,4,2808
63405,0,82520
63430,7,24496
63677,6,1432
63726,8,72912
64175,4,5224
64182,4,5304
64495,0,1648232
64695,8,34216
64696,8,12520
64697,8,26864
64901,8,2792
65070,0,121208
65612,5,15528
65659,0,1976
65661,0,1952
65662,0,3360
67593,0,4976672
70076,8,3440
70126,8,1152
70779,0,3128192
71826,6,2056
72036,8,10907376
72859,8,16392
73234,8,2528
73382,0,326192
73860,5,1624
74526,6,34488
74549,3,26400
75184,8,1944
75743,0,23720
76773,0,16280
77708,8,28392
78262,6,4984
78585,4,26336
79327,0,10141968
79736,0,5664
79923,0,65264
80637,0,829848
81418,6,44320
81824,0,209336
81972,6,5586712
82932,0,123584
85982,0,733992
88211,8,2304
89488,0,42760
92177,6,27296
92994,7,2832
93602,8,1256
94835,4,29408
95114,4,40576
95455,3,4504
95544,0,9760
96448,0,95568
98039,6,1860048
98922,5,1784
101203,0,81248
103820,2,12744
104341,0,529552
104385,0,3808
104781,0,3315272
104782,0,3415144
105351,0,3496
106106,5,1512
106881,5,150160
109233,3,12056
109760,0,173904
109871,0,108488
111428,5,1816
111452,5,3024
112090,0,58760
112098,0,107712
112509,6,374200
114742,0,165856
121225,8,28528
121759,0,18952
126287,5,1619832
126732,0,944
126957,8,35128
127386,8,42200
128810,6,4287752
129037,2,12888
129105,3,45040
129355,0,222896
130453,6,217400
130454,6,5684712
133975,3,9744
133981,3,3784
133991,3,5336
133992,3,10696
135651,8,556360
141217,3,7936
142796,0,40896
143453,0,24904
145282,5,2720
145408,5,1504
146037,6,6040
147389,6,196168
148304,0,56280
148305,0,366632
150234,8,3032
150808,0,2096
157069,0,3104
160860,0,3266240
161732,3,6472
162425,0,571296
163907,8,5600
164328,0,3165064
165450,0,4552
173906,6,3184
175121,4,86272
175835,4,40976
176014,4,31928
180498,6,4434040
183794,6,7552
184922,0,6640
185569,8,54520
186039,0,576120
186942,8,2216
187128,4,3304
192875,0,133784
194544,8,43232
196912,0,3424
197766,8,40160
198537,8,680
199306,0,197184
202698,0,933792
203908,0,12513464
206553,4,26440
208348,0,2061888
211522,0,58240
212142,6,64096
217954,8,36032
218679,3,6952
218682,3,7832
220780,4,30648
221555,4,67504
225117,6,3328880
225164,0,2890352
227321,0,56808
228699,0,14048
240176,0,24264
241403,4,35840
242477,0,159024
243517,8,15208
256130,0,2712
256709,8,35856
261658,0,116976
262014,5,166664
262687,6,33936
271516,3,1200
272952,0,407472
281687,8,626608
283909,0,4381520
294707,0,5408
296587,6,63024
299391,0,99640
311978,0,1736
314145,5,27368
317513,8,2878416
318829,0,54056
325165,5,44472
325452,0,84080
355684,4,15144
361077,0,185584
376912,5,52992
381046,0,3336
381635,5,2128
382112,6,3200
389681,7,1328
400540,6,1139320
400682,0,209688
418459,0,3233016
419435,0,1312
